"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndX","type_value_Length","type_value_PassEndY","type_value_Zone","type_value_StandingSave","type_value_Longball","type_value_OtherBodyPart","type_value_HeadPass","type_value_Chipped","type_value_KeeperThrow","type_value_LeftFoot","type_value_Cross","type_value_ThrowIn","type_value_Head","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Foul","type_value_Defensive","type_value_FreekickTaken","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_SetPiece","type_value_GoalMouthY","type_value_MissRight","type_value_Assisted","type_value_RelatedEventId","type_value_BoxCentre","type_value_GoalMouthZ","type_value_FirstTouch","type_value_GoalKick","type_value_MissHigh","type_value_RightFoot","type_value_LayOff","type_value_FastBreak","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_Throughball","type_value_BoxLeft","type_value_LowCentre","type_value_RegularPlay","type_value_BlockedX","type_value_BlockedY","type_value_Hands","type_value_ParriedDanger","type_value_KeeperSaveInTheBox","type_value_MissLeft","type_value_CornerTaken","type_value_Yellow","type_value_BlockedCross","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_FromCorner","type_value_BigChance","type_value_Collected","type_value_DivingSave","type_value_OverRun","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_LowLeft","type_value_BoxRight","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Blocked","type_value_OutfielderBlock","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_DirectFreekick","type_value_HighCentre","type_value_HighClaim","type_value_KeeperSaveObox","type_value_HighRight","type_value_Volley","type_value_ParriedSafe","type_value_SixYardBlock","type_value_SmallBoxRight","value_Angle","value_PassEndX","value_Length","value_PassEndY","value_Zone","value_StandingSave","value_Longball","value_OtherBodyPart","value_HeadPass","value_Chipped","value_KeeperThrow","value_LeftFoot","value_Cross","value_ThrowIn","value_Head","value_OppositeRelatedEvent","value_Offensive","value_Foul","value_Defensive","value_FreekickTaken","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_SetPiece","value_GoalMouthY","value_MissRight","value_Assisted","value_RelatedEventId","value_BoxCentre","value_GoalMouthZ","value_FirstTouch","value_GoalKick","value_MissHigh","value_RightFoot","value_LayOff","value_FastBreak","value_IndividualPlay","value_OutOfBoxCentre","value_Throughball","value_BoxLeft","value_LowCentre","value_RegularPlay","value_BlockedX","value_BlockedY","value_Hands","value_ParriedDanger","value_KeeperSaveInTheBox","value_MissLeft","value_CornerTaken","value_Yellow","value_BlockedCross","value_BigChanceCreated","value_SmallBoxCentre","value_FromCorner","value_BigChance","value_Collected","value_DivingSave","value_OverRun","value_IntentionalGoalAssist","value_LowRight","value_LowLeft","value_BoxRight","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Blocked","value_OutfielderBlock","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_DirectFreekick","value_HighCentre","value_HighClaim","value_KeeperSaveObox","value_HighRight","value_Volley","value_ParriedSafe","value_SixYardBlock","value_SmallBoxRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1566,604,84,57,162,42.945,21.216,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,328096,42.84,25.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.8166666666667,2817477665,87,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.59","40.8","4.8","38.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01429128,0.01262646,-0.00166482,"Crystal Palace","Wolves",14,"Jean-Philippe Mateta","Sub",NA,0.682383946681945,0,91.2636725516583,"J. Mateta",1566,88,"Crystal Palace",1566
1567,604.5,84,58.5,162,42.84,25.976,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,450950,69.825,30.668,NA,NA,NA,NA,NA,606,NA,NA,NA,NA,87.8416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01262646,0.02385149,0.01122503,"Crystal Palace","Wolves",55,"Justin Devenny","Sub",NA,0,27.3432926024982,9.86365641251592,"J. Devenny",1567,88,"Crystal Palace",1567
1568,606,85,0,162,69.825,30.668,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 92, 119, 117, 30, 123, 205, 40, 46, 52, 36, 37, 217, 218)",TRUE,450950,80.955,46.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.8666666666667,2817477717,88,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.97","77.1","19.6","68.8","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.02385149,0.02855202,0.00470053,"Crystal Palace","Wolves",55,"Justin Devenny","Sub",NA,8.10026234697868,0,55.3703425553882,"J. Devenny",1568,88,"Crystal Palace",1568
1569,606.5,85,3.5,162,80.955,46.784,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,332403,89.88,33.592,NA,NA,NA,NA,NA,607,NA,NA,NA,NA,87.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.02855202,0.10805102,0.079499,"Crystal Palace","Wolves",10,"Eberechi Eze","Sub",NA,0,12.1066955817497,-55.9198251426852,"E. Eze",1569,88,"Crystal Palace",1569
1570,607,85,7,162,89.88,33.592,"SecondHalf","Goal","Successful",NA,NA,NA,"c(91, 24, 9, 10, 1, 4, 12, 17, 20, 25)",TRUE,332403,89.88,33.592,NA,NA,4.4,36.652,TRUE,606,450950,TRUE,NA,NA,87.9833333333333,2817477719,88,NA,NA,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,29,55,17,103,NA,NA,NA,20,NA,23,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.9",NA,NA,"606",NA,"4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Crystal Palace","Wolves",10,"Eberechi Eze","Sub",NA,0,0,0,"E. Eze",1570,88,"Crystal Palace",1570
1571,875,86,15,161,52.71,34.068,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,262854,31.71,37.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.1166666666667,2817478009,89,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.99","30.2","21.2","54.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01689528,0.01132376,-0.00557152,"Wolves","Crystal Palace",11,"Hwang Hee-Chan","Sub",NA,-21.0726015661422,0,171.346530691238,"H. Hee-Chan",1571,89,"Wolves",1571
1572,875.5,86,16,161,31.71,37.264,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,320242,38.745,34.68,NA,NA,NA,NA,NA,1044,NA,NA,NA,NA,89.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01132376,0.01262646,0.0013027,"Wolves","Crystal Palace",27,"Jean-Ricner Bellegarde","MC",TRUE,0,7.10415632500958,-20.1686030909042,"J. Bellegarde",1572,89,"Wolves",1572
1573,1044,86,17,161,38.745,34.68,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 37, 216, 218)",TRUE,320242,38.745,42.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.15,2817555445,89,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.57","36.9","8.2","63.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01262646,0.01269174,6.52799999999992e-05,"Wolves","Crystal Palace",27,"Jean-Ricner Bellegarde","MC",TRUE,-0.592669763498819,0,90,"J. Bellegarde",1573,89,"Wolves",1573
1574,1044.5,86,18.5,161,38.745,42.908,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,403693,46.62,49.164,NA,NA,NA,NA,NA,1045,NA,NA,NA,NA,89.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01269174,0.01429128,0.00159954,"Wolves","Crystal Palace",8,"Joao Gomes","Sub",NA,0,6.53390384434366,38.4640750523687,"J. Gomes",1574,89,"Wolves",1574
1575,1045,86,20,161,46.62,49.164,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,403693,59.64,64.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2,2817555449,89,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.87","56.8","20.2","95.1","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01429128,0.01473596,0.000444679999999999,"Wolves","Crystal Palace",8,"Joao Gomes","Sub",NA,5.56275031856232,0,49.9770216658326,"J. Gomes",1575,89,"Wolves",1575
1576,1045.5,86,21.5,161,59.64,64.668,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,362758,70.455,53.312,NA,NA,NA,NA,NA,1046,NA,NA,NA,NA,89.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01473596,0.02401521,0.00927925,"Wolves","Crystal Palace",10,"Matheus Cunha","Sub",NA,0,15.1778658739318,-46.3978109613684,"M. Cunha",1576,89,"Wolves",1576
1577,1046,86,23,161,70.455,53.312,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,362758,70.455,53.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.25,2817555509,89,NA,NA,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,NA,NA,NA,"Wolves","Crystal Palace",10,"Matheus Cunha","Sub",NA,0,0,0,"M. Cunha",1577,89,"Wolves",1577
1578,635,86,27,162,32.55,20.468,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,450950,30.24,35.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3166666666667,2817478845,89,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.72","28.8","15.1","52.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01110462,0.01132376,0.00021914,"Crystal Palace","Wolves",55,"Justin Devenny","Sub",NA,-1.07073658136738,0,98.7778173861372,"J. Devenny",1578,90,"Crystal Palace",1578
1579,635.5,86,28.5,162,30.24,35.428,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,299272,33.705,41.344,NA,NA,NA,NA,NA,609,NA,NA,NA,NA,89.3416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01132376,0.01132376,0,"Crystal Palace","Wolves",25,"Ben Chilwell","DML",TRUE,0,3.10138737052144,59.6425026353514,"B. Chilwell",1579,90,"Crystal Palace",1579
1580,609,86,30,162,33.705,41.344,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,299272,21.63,53.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3666666666667,2817478043,89,213,140,212,141,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.34","20.6","17.3","79.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.01132376,0.00942382,-0.00189994,"Crystal Palace","Wolves",25,"Ben Chilwell","DML",TRUE,-13.9982546710824,0,134.294705389014,"B. Chilwell",1580,90,"Crystal Palace",1580
1581,609.5,86,33.5,162,21.63,53.72,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,133464,6.405,60.588,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,89.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-06-05 13:31:09",24766,"Selhurst Park","David Webb","4 : 2",162,161,0.00942382,0.00638303,-0.00304079,"Crystal Palace","Wolves",8,"Jefferson Lerma","MC",TRUE,0,-16.4465646814552,155.719856505666,"J. Lerma",1581,90,"Crystal Palace",1581
