"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_PassEndY","type_value_Angle","type_value_Length","type_value_PassEndX","type_value_Zone","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_Chipped","type_value_LeftFoot","type_value_Cross","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_KeeperThrow","type_value_LayOff","type_value_OtherBodyPart","type_value_IntentionalAssist","type_value_RightFoot","type_value_ShotAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_SetPiece","type_value_GoalMouthY","type_value_BoxCentre","type_value_FirstTouch","type_value_Assisted","type_value_Volley","type_value_BigChance","type_value_GoalMouthZ","type_value_RelatedEventId","type_value_GoalKick","type_value_Head","type_value_Blocked","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_LowRight","type_value_OutfielderBlock","type_value_LowCentre","type_value_FromCorner","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_OverRun","type_value_AerialFoul","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighLeft","type_value_Penalty","type_value_Yellow","type_value_DivingSave","type_value_KeeperMissed","type_value_MissHigh","type_value_LastMan","type_value_BlockedCross","type_value_LowLeft","type_value_BoxLeft","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HighCentre","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_ParriedDanger","type_value_Throughball","type_value_LeadingToAttempt","type_value_OneOnOne","value_StandingSave","value_PassEndY","value_Angle","value_Length","value_PassEndX","value_Zone","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Foul","value_FreekickTaken","value_ThrowIn","value_Chipped","value_LeftFoot","value_Cross","value_MissRight","value_MissLeft","value_CornerTaken","value_HighClaim","value_KeeperThrow","value_LayOff","value_OtherBodyPart","value_IntentionalAssist","value_RightFoot","value_ShotAssist","value_BigChanceCreated","value_KeyPass","value_SetPiece","value_GoalMouthY","value_BoxCentre","value_FirstTouch","value_Assisted","value_Volley","value_BigChance","value_GoalMouthZ","value_RelatedEventId","value_GoalKick","value_Head","value_Blocked","value_BlockedX","value_BlockedY","value_RegularPlay","value_LowRight","value_OutfielderBlock","value_LowCentre","value_FromCorner","value_IndividualPlay","value_OutOfBoxCentre","value_FastBreak","value_OverRun","value_AerialFoul","value_GoalDisallowed","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighLeft","value_Penalty","value_Yellow","value_DivingSave","value_KeeperMissed","value_MissHigh","value_LastMan","value_BlockedCross","value_LowLeft","value_BoxLeft","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HighCentre","value_ParriedSafe","value_KeeperSaveObox","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_ParriedDanger","value_Throughball","value_LeadingToAttempt","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1457,730,72,9,161,33.81,31.552,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,402810,49.665,16.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2,2812673191,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.0","5.52","22.0","47.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01132376,0.0138454,0.00252164,"Wolves","Brighton",12,"Emmanuel Agbadou","DC",TRUE,13.1412462551409,0,-43.8519158134109,"E. Agbadou",1457,83,"Wolves",1457
1458,730.5,72,11,161,49.665,16.32,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,94868,56.91,15.436,NA,NA,NA,NA,NA,731,NA,NA,NA,NA,79.2333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.0138454,0.01611813,0.00227273,"Wolves","Brighton",21,"Pablo Sarabia","Sub",NA,0,6.54211409186448,-6.95656856667393,"P. Sarabia",1458,83,"Wolves",1458
1459,731,72,13,161,56.91,15.436,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,94868,71.925,14.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2666666666667,2812673209,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.6","6.23","15.0","68.5","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Wolves","Brighton",21,"Pablo Sarabia","Sub",NA,13.2484690887802,0,-2.85193756700702,"P. Sarabia",1459,83,"Wolves",1459
1460,604,72,14,211,34.545,50.592,"SecondHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,109922,34.545,50.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2833333333333,2812673245,80,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Brighton","Wolves",4,"Adam Webster","DC",TRUE,0,0,0,"A. Webster",1460,84,"Brighton",1460
1461,606,72,15,211,31.815,52.156,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,109922,37.275,49.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,2812673313,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.4","5.79","6.2","35.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.0105949,0.01269174,0.00209684,"Brighton","Wolves",4,"Adam Webster","DC",TRUE,5.98669769598011,0,-28.170435785391,"A. Webster",1461,84,"Brighton",1461
1462,607,72,16,211,36.225,48.96,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,470690,27.825,52.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3166666666667,2812673345,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77.7","2.71","9.3","26.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01269174,0.0105949,-0.00209684,"Brighton","Wolves",26,"Yasin Ayari","DMC",TRUE,-9.05713728656352,0,155.230050206613,"Y. Ayari",1462,84,"Brighton",1462
1463,608,72,19,211,27.51,52.428,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,298694,7.77,33.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3666666666667,2812673425,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.9","3.89","27.1","7.4","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.0105949,0.00941056,-0.00118434,"Brighton","Wolves",30,"Pervis Estupinan","DL",TRUE,-17.5789642502457,0,-136.863448500219,"P. Estupinan",1463,84,"Brighton",1463
1464,609,72,22,211,7.035,33.116,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 38, 215, 218)",TRUE,400138,22.89,4.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.4166666666667,2812673515,80,178,141,213,212,140,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.4","5.22","32.8","21.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.00941056,0.00844854,-0.000962020000000001,"Brighton","Wolves",1,"Bart Verbruggen","GK",TRUE,10.6703285572285,0,-61.136013447935,"B. Verbruggen",1464,84,"Brighton",1464
1465,610,72,25,211,23.205,2.516,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,445059,38.85,3.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.4666666666667,2812673537,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.4","0.07","15.7","37.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.00844854,0.01126267,0.00281413,"Brighton","Wolves",27,"Mats Wieffer","DR",TRUE,14.8741615672249,0,4.22587257948773,"M. Wieffer",1465,84,"Brighton",1465
1466,611,72,27,211,39.48,2.38,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,443004,25.095,10.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,2812673549,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.6","2.62","16.6","23.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01126267,0.00942382,-0.00183885,"Brighton","Wolves",11,"Simon Adingra","Sub",NA,-10.5076920187299,0,150.231103767726,"S. Adingra",1466,84,"Brighton",1466
1467,612,72,29,211,24.675,10.2,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 37, 215, 218)",TRUE,445059,25.305,10.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5333333333333,2812673635,80,178,141,213,212,140,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.8","0.71","0.8","24.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Brighton","Wolves",27,"Mats Wieffer","DR",TRUE,0.757879899851844,0,40.8103479036976,"M. Wieffer",1467,84,"Brighton",1467
1468,732,72,29,161,80.01,56.984,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,333048,80.01,56.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5333333333333,2812673689,80,178,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Wolves","Brighton",9,"Jorgen Strand Larsen","Sub",NA,0,0,0,"J. S. Larsen",1468,84,"Brighton",1468
1469,613,72,29,211,28.77,15.64,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,365402,28.77,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5333333333333,2812673715,80,178,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Brighton","Wolves",29,"Jan Paul van Hecke","DC",TRUE,0,0,0,"J. P. van Hecke",1469,84,"Brighton",1469
1470,614,72,31,211,15.75,17.952,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,445059,3.57,26.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5666666666667,2812673815,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.7","2.54","14.8","3.4","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.00977745,0.00941056,-0.00036689,"Brighton","Wolves",27,"Mats Wieffer","DR",TRUE,-11.0393262318286,0,145.522632952444,"M. Wieffer",1470,84,"Brighton",1470
1471,615,72,33,211,3.57,26.588,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 216, 218)",TRUE,400138,60.9,25.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,2812673843,80,178,141,213,212,140,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.6","6.27","57.3","58.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Brighton","Wolves",1,"Bart Verbruggen","GK",TRUE,56.8015843987511,0,-1.01928361738321,"B. Verbruggen",1471,84,"Brighton",1471
1472,734,72,41,161,41.265,46.512,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,402810,39.165,24.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7333333333333,2812674113,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36.7","4.62","21.7","37.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01269174,0.01269174,0,"Wolves","Brighton",12,"Emmanuel Agbadou","DC",TRUE,-1.50177737966104,0,-95.5642346696145,"E. Agbadou",1472,85,"Wolves",1472
