"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Angle","type_value_PassEndX","type_value_StandingSave","type_value_Length","type_value_Zone","type_value_Longball","type_value_OtherBodyPart","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_MissLeft","type_value_Cross","type_value_RightFoot","type_value_CornerTaken","type_value_Chipped","type_value_Head","type_value_HeadPass","type_value_LeftFoot","type_value_GoalMouthY","type_value_Volley","type_value_FirstTouch","type_value_RegularPlay","type_value_BoxCentre","type_value_GoalMouthZ","type_value_GoalKick","type_value_MissHigh","type_value_Foul","type_value_FreekickTaken","type_value_LayOff","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_Assisted","type_value_RelatedEventId","type_value_SmallBoxLeft","type_value_HighClaim","type_value_KeeperThrow","type_value_ThrowIn","type_value_BlockedY","type_value_LowRight","type_value_OutOfBoxCentre","type_value_BlockedX","type_value_ThrowinSetPiece","type_value_Hands","type_value_DivingSave","type_value_ParriedDanger","type_value_KeeperSaveObox","type_value_BigChance","type_value_SmallBoxCentre","type_value_IndividualPlay","type_value_BlockedCross","type_value_SetPiece","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_HighCentre","type_value_Yellow","type_value_DirectFreekick","type_value_Blocked","type_value_LowCentre","type_value_BoxRight","type_value_OutfielderBlock","type_value_BoxLeft","type_value_KeeperSaveInTheBox","type_value_HighRight","type_value_HighLeft","type_value_FromCorner","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_PlayerPosition","type_value_JerseyNumber","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Collected","type_value_MissRight","type_value_LowLeft","type_value_LeadingToAttempt","type_value_FormationSlot","type_value_OverRun","type_value_KeeperSaveInSixYard","type_value_FastBreak","value_PassEndY","value_Angle","value_PassEndX","value_StandingSave","value_Length","value_Zone","value_Longball","value_OtherBodyPart","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_MissLeft","value_Cross","value_RightFoot","value_CornerTaken","value_Chipped","value_Head","value_HeadPass","value_LeftFoot","value_GoalMouthY","value_Volley","value_FirstTouch","value_RegularPlay","value_BoxCentre","value_GoalMouthZ","value_GoalKick","value_MissHigh","value_Foul","value_FreekickTaken","value_LayOff","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_Assisted","value_RelatedEventId","value_SmallBoxLeft","value_HighClaim","value_KeeperThrow","value_ThrowIn","value_BlockedY","value_LowRight","value_OutOfBoxCentre","value_BlockedX","value_ThrowinSetPiece","value_Hands","value_DivingSave","value_ParriedDanger","value_KeeperSaveObox","value_BigChance","value_SmallBoxCentre","value_IndividualPlay","value_BlockedCross","value_SetPiece","value_BigChanceCreated","value_IntentionalGoalAssist","value_HighCentre","value_Yellow","value_DirectFreekick","value_Blocked","value_LowCentre","value_BoxRight","value_OutfielderBlock","value_BoxLeft","value_KeeperSaveInTheBox","value_HighRight","value_HighLeft","value_FromCorner","value_InvolvedPlayers","value_CaptainPlayerId","value_PlayerPosition","value_JerseyNumber","value_TeamFormation","value_TeamPlayerFormation","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Collected","value_MissRight","value_LowLeft","value_LeadingToAttempt","value_FormationSlot","value_OverRun","value_KeeperSaveInSixYard","value_FastBreak","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1524,680,96,16,14,52.185,21.012,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 124, 36, 37, 216, 218)",TRUE,345664,68.775,47.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5833333333333,2813615615,99,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69.9","1.01","65.5",NA,"31.3","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01429128,0.01935132,0.00506004,"Leicester","Nottingham Forest",24,"Boubakary Soumare","Sub",NA,15.7185736296378,0,57.9713187228486,"B. Soumare",1524,74,"Leicester",1524
1525,680.5,96,19.5,14,68.775,47.532,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,106981,92.505,40.12,NA,NA,NA,NA,NA,681,NA,NA,NA,NA,98.6416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.01935132,0.10805102,0.0886997,"Leicester","Nottingham Forest",9,"Jamie Vardy","FW",TRUE,0,24.75667564179,-17.3460504672584,"J. Vardy",1525,74,"Leicester",1525
1526,681,96,23,14,92.505,40.12,"SecondHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,106981,92.505,40.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7,2813615745,99,NA,NA,NA,NA,NA,56,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,"753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Leicester","Nottingham Forest",9,"Jamie Vardy","FW",TRUE,0,0,0,"J. Vardy",1526,74,"Leicester",1526
1527,753,96,23,174,12.495,27.88,"SecondHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,342830,12.495,27.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7,2813615703,99,NA,NA,NA,178,NA,56,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,"681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Nottingham Forest","Leicester",22,"Ryan Yates","Sub",NA,0,0,0,"R. Yates",1527,75,"Nottingham Forest",1527
1528,682,96,25,14,87.15,32.708,"SecondHalf","SavedShot","Successful",NA,NA,NA,"c(91, 9, 10, 2, 4, 13)",TRUE,552366,87.15,32.708,95.6,50,30.4,34,TRUE,NA,NA,NA,NA,NA,98.7333333333333,2813615769,99,NA,NA,NA,178,NA,56,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,102,NA,328,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,18,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,"Center",NA,NA,"754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.0",NA,NA,NA,NA,"30.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,"95.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Leicester","Nottingham Forest",93,"Jeremy Monga","Sub",NA,0,0,0,"J. Monga",1528,75,"Nottingham Forest",1528
1529,754,96,25,174,3.465,34.204,"SecondHalf","Save","Successful",NA,NA,NA,"c(91, 108, 113, 77, 79, 82)",TRUE,78386,3.465,34.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7333333333333,2813615793,99,NA,NA,NA,NA,NA,56,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,174,11117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,"682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Nottingham Forest","Leicester",26,"Matz Sels","GK",TRUE,0,0,0,"M. Sels",1529,75,"Nottingham Forest",1529
1530,754.5,96,26,174,3.465,34.204,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,78386,2.1,39.1,NA,NA,NA,NA,NA,755,NA,NA,NA,NA,98.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.00941056,0.00941056,0,"Nottingham Forest","Leicester",26,"Matz Sels","GK",TRUE,0,-1.49110238597156,105.578418060375,"M. Sels",1530,75,"Nottingham Forest",1530
1531,755,96,27,174,2.1,39.1,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,78386,0,43.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7666666666667,2813615815,99,141,213,140,178,212,56,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.2","2.19","0.0",NA,"5.6","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Nottingham Forest","Leicester",26,"Matz Sels","GK",TRUE,0,0,114.746424080975,"M. Sels",1531,75,"Nottingham Forest",1531
1532,683,96,29,14,100.38,26.52,"SecondHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,552366,100.38,26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8,2813615797,99,NA,NA,NA,NA,NA,56,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,"756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Leicester","Nottingham Forest",93,"Jeremy Monga","Sub",NA,0,0,0,"J. Monga",1532,75,"Nottingham Forest",1532
1533,756,96,29,174,4.62,41.48,"SecondHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,78386,4.62,41.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8,2813615821,99,NA,NA,NA,NA,NA,56,NA,NA,233,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,"683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Nottingham Forest","Leicester",26,"Matz Sels","GK",TRUE,0,0,0,"M. Sels",1533,75,"Nottingham Forest",1533
1534,684,97,14,14,104.475,0.34,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218)",TRUE,432384,95.76,30.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.55,2813616555,100,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,2,NA,6,155,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.5","1.85","91.2",NA,"31.2","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Leicester","Nottingham Forest",40,"Facundo Buonanotte","Sub",NA,23.6958845342599,0,106.239612837627,"F. Buonanotte",1534,76,"Leicester",1534
1535,758,97,15,174,8.82,33.796,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,376916,33.705,40.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5666666666667,2813616583,100,141,213,140,NA,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.2","0.28","32.1",NA,"25.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Nottingham Forest","Leicester",4,"Morato","DC",TRUE,0,0,16.0092351831547,"Morato",1535,76,"Leicester",1535
1536,685,97,18,14,73.08,25.568,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,345664,70.98,30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6166666666667,2813616609,100,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.5","1.94","67.6",NA,"5.8","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.02385149,0.02385149,0,"Leicester","Nottingham Forest",24,"Boubakary Soumare","Sub",NA,-1.14242058427154,0,111.351316678055,"B. Soumare",1536,76,"Leicester",1536
1537,686,97,19,14,70.875,31.076,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 124, 205, 36, 38, 217, 218)",TRUE,301441,72.555,14.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6333333333333,2813616701,100,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.6","4.81","69.1",NA,"17.2","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.02385149,0.02401521,0.000163719999999999,"Leicester","Nottingham Forest",2,"James Justin","DR",TRUE,-3.85977382607435,0,-84.3784951459471,"J. Justin",1537,76,"Leicester",1537
1538,687,97,24,14,72.135,11.9,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,345664,84.105,4.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7166666666667,2813616757,100,141,213,140,178,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.2","5.71","80.1",NA,"14.2","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,0.02401521,0.02756312,0.00354791,"Leicester","Nottingham Forest",24,"Boubakary Soumare","Sub",NA,3.2220038916449,0,-32.6979545905704,"B. Soumare",1538,76,"Leicester",1538
1539,688,97,26,14,83.79,6.256,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 123, 138, 124, 126, 203, 39, 41, 36, 37, 217, 218)",TRUE,432384,105,43.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.75,2813616855,100,141,213,140,178,212,56,1,NA,NA,NA,NA,NA,2,NA,NA,155,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63.4","1.04","100.0",NA,"42.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:55:44",30245,"The City Ground","Tony Harrington","2 : 2",174,14,NA,NA,NA,"Leicester","Nottingham Forest",40,"Facundo Buonanotte","Sub",NA,25.8106808249309,0,60.0803065519002,"F. Buonanotte",1539,76,"Leicester",1539
