"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_PassEndX","type_value_Zone","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_HeadPass","type_value_Head","type_value_ThrowIn","type_value_Chipped","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_RelatedEventId","type_value_BlockedY","type_value_RegularPlay","type_value_MissLeft","type_value_BoxLeft","type_value_BlockedX","type_value_GoalMouthZ","type_value_Assisted","type_value_RightFoot","type_value_LowLeft","type_value_Blocked","type_value_LeftFoot","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_OutfielderBlock","type_value_Cross","type_value_BlockedCross","type_value_Volley","type_value_ThrowinSetPiece","type_value_MissRight","type_value_FirstTouch","type_value_LowCentre","type_value_BoxCentre","type_value_LeadingToAttempt","type_value_BoxRight","type_value_GoalKick","type_value_LayOff","type_value_CornerTaken","type_value_Foul","type_value_Yellow","type_value_FreekickTaken","type_value_SixYardBlock","type_value_SetPiece","type_value_HighClaim","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_FromCorner","type_value_SmallBoxRight","type_value_ParriedDanger","type_value_Feet","type_value_OverRun","type_value_DivingSave","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_MissHigh","type_value_SmallBoxLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Throughball","type_value_FastBreak","type_value_BigChance","type_value_OneOnOne","type_value_Collected","type_value_KeeperSaveObox","type_value_Penalty","type_value_KeeperMissed","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_HighRight","type_value_OutOfBoxDeepLeft","type_value_DirectFreekick","type_value_DeepBoxRight","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_AerialFoul","type_value_GoalDisallowed","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_OutOfBoxDeepRight","value_Length","value_Angle","value_PassEndY","value_StandingSave","value_PassEndX","value_Zone","value_Longball","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_HeadPass","value_Head","value_ThrowIn","value_Chipped","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_GoalMouthY","value_RelatedEventId","value_BlockedY","value_RegularPlay","value_MissLeft","value_BoxLeft","value_BlockedX","value_GoalMouthZ","value_Assisted","value_RightFoot","value_LowLeft","value_Blocked","value_LeftFoot","value_IndividualPlay","value_OutOfBoxCentre","value_OutfielderBlock","value_Cross","value_BlockedCross","value_Volley","value_ThrowinSetPiece","value_MissRight","value_FirstTouch","value_LowCentre","value_BoxCentre","value_LeadingToAttempt","value_BoxRight","value_GoalKick","value_LayOff","value_CornerTaken","value_Foul","value_Yellow","value_FreekickTaken","value_SixYardBlock","value_SetPiece","value_HighClaim","value_KeeperThrow","value_OtherBodyPart","value_FromCorner","value_SmallBoxRight","value_ParriedDanger","value_Feet","value_OverRun","value_DivingSave","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_MissHigh","value_SmallBoxLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Throughball","value_FastBreak","value_BigChance","value_OneOnOne","value_Collected","value_KeeperSaveObox","value_Penalty","value_KeeperMissed","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_HighRight","value_OutOfBoxDeepLeft","value_DirectFreekick","value_DeepBoxRight","value_BigChanceCreated","value_SmallBoxCentre","value_AerialFoul","value_GoalDisallowed","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_OutOfBoxDeepRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1235,626.5,66,34,174,28.98,61.948,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,328075,13.23,44.268,NA,NA,NA,NA,NA,629,NA,NA,NA,NA,67.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.00977659,0.00977745,8.60000000000097e-07,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,0,-11.3480121898584,-131.695834807425,"I. Sangare",1235,58,"Nottingham Forest",1235
1236,629,66,36,174,13.23,44.268,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 38, 216, 218)",TRUE,328075,49.245,39.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6166666666667,2811091637,68,212,213,141,178,140,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36.3","6.15","58.2",NA,"46.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.00977745,0.01484598,0.00506853,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,36.3095171770848,0,-7.42263426360892,"I. Sangare",1236,58,"Nottingham Forest",1236
1237,630,66,39,174,49.245,39.576,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 124, 36, 38, 216, 218)",TRUE,73380,60.48,30.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6666666666667,2811091643,68,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.2","5.62","45.4",NA,"57.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",11,"Chris Wood","FW",TRUE,11.4033790508735,0,-37.7657263896907,"C. Wood",1237,58,"Nottingham Forest",1237
1238,564,66,40,162,48.195,34,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 38, 216, 218)",TRUE,389579,49.035,20.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6833333333333,2811091669,68,212,213,141,178,140,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.8","4.77","29.7",NA,"46.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01484598,0.01429128,-0.0005547,"Crystal Palace","Nottingham Forest",3,"Tyrick Mitchell","DML",TRUE,-0.837273038109799,0,-86.5177353982285,"T. Mitchell",1238,59,"Crystal Palace",1238
1239,565,66,42,162,49.035,20.196,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 37, 216, 218)",TRUE,108638,49.035,27.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7166666666667,2811091673,68,212,213,141,NA,140,56,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1","1.57","40.1",NA,"46.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01429128,0.01484598,0.0005547,"Crystal Palace","Nottingham Forest",19,"Will Hughes","Sub",NA,1.2738328521334,0,90,"W. Hughes",1239,59,"Crystal Palace",1239
1240,565.5,66,43.5,162,49.035,27.268,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,401130,56.28,30.26,NA,NA,NA,NA,NA,567,NA,NA,NA,NA,67.7416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01484598,0.01689528,0.0020493,"Crystal Palace","Nottingham Forest",5,"Maxence Lacroix","DC",TRUE,0,7.50510014459159,22.4393754054789,"M. Lacroix",1240,59,"Crystal Palace",1240
1241,567,66,45,162,56.28,30.26,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,401130,58.485,54.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7666666666667,2811091721,68,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.6","1.48","80.5",NA,"55.7","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01689528,0.01611813,-0.000777149999999997,"Crystal Palace","Nottingham Forest",5,"Maxence Lacroix","DC",TRUE,-2.06595236485229,0,84.8530563950953,"M. Lacroix",1241,59,"Crystal Palace",1241
1242,567.5,66,47.5,162,58.485,54.74,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,389579,64.365,62.424,NA,NA,NA,NA,NA,568,NA,NA,NA,NA,67.8083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01611813,0.0174506,0.00133247,"Crystal Palace","Nottingham Forest",3,"Tyrick Mitchell","DML",TRUE,0,1.33970679594993,52.5758277482792,"T. Mitchell",1242,59,"Crystal Palace",1242
1243,568,66,50,162,64.365,62.424,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,389579,57.855,52.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.85,2811091755,68,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6","4.12","77.6",NA,"55.1","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.0174506,0.01611813,-0.00133247,"Crystal Palace","Nottingham Forest",3,"Tyrick Mitchell","DML",TRUE,-1.15377700000897,0,-123.987542225958,"T. Mitchell",1243,59,"Crystal Palace",1243
1244,569,66,53,162,59.85,49.64,"SecondHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,332403,59.85,49.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9,2811091759,68,NA,NA,NA,NA,NA,56,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,"631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Crystal Palace","Nottingham Forest",10,"Eberechi Eze","AMC",TRUE,0,0,0,"E. Eze",1244,59,"Crystal Palace",1244
1245,631,66,53,174,45.15,18.36,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,328075,45.15,18.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9,2811091767,68,NA,NA,NA,178,NA,56,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,0,0,0,"I. Sangare",1245,59,"Crystal Palace",1245
1246,631.5,66,56,174,45.15,18.36,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,328075,0,0,NA,NA,NA,NA,NA,632,NA,NA,NA,NA,67.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01429128,0.00638303,-0.00790825,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,0,-48.5077899764429,-157.871152202097,"I. Sangare",1246,59,"Crystal Palace",1246
1247,632,66,59,174,0,0,"SecondHalf","Card","Successful",NA,NA,NA,"65",FALSE,328075,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Yellow",NA,68,2811091785,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,0,0,0,"I. Sangare",1247,59,"Crystal Palace",1247
1248,570,67,13,162,59.01,48.824,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 132, 36, 38, 216, 218)",TRUE,374631,64.575,43.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2333333333333,2811091937,69,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5","5.55","64.5",NA,"61.5","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01685596,0.01935132,0.00249536,"Crystal Palace","Nottingham Forest",6,"Marc Guehi","DC",TRUE,6.70999214374062,0,-41.7330764325996,"M. Guehi",1248,59,"Crystal Palace",1248
