"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_PassEndX","type_value_PassEndY","type_value_Angle","type_value_StandingSave","type_value_Length","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_Chipped","type_value_Head","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_LeftFoot","type_value_OtherBodyPart","type_value_Foul","type_value_FreekickTaken","type_value_LayOff","type_value_Throughball","type_value_KeeperThrow","type_value_ShotAssist","type_value_KeyPass","type_value_RegularPlay","type_value_RelatedEventId","type_value_GoalMouthY","type_value_IndividualPlay","type_value_GoalMouthZ","type_value_Assisted","type_value_OutOfBoxCentre","type_value_MissHigh","type_value_GoalKick","type_value_BlockedX","type_value_Blocked","type_value_LowCentre","type_value_BlockedY","type_value_OutfielderBlock","type_value_IntentionalAssist","type_value_HighCentre","type_value_BoxCentre","type_value_FirstTouch","type_value_Collected","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_ThrowinSetPiece","type_value_BoxRight","type_value_FromShotOffTarget","type_value_DivingSave","type_value_BoxLeft","type_value_LeadingToGoal","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_HighClaim","type_value_LowRight","type_value_KeeperSaveObox","type_value_Yellow","type_value_FastBreak","type_value_Volley","type_value_ParriedSafe","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OverRun","type_value_LowLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_HighRight","type_value_HighLeft","type_value_LeadingToAttempt","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_SixYardBlock","type_value_SmallBoxRight","type_value_FromCorner","value_Zone","value_PassEndX","value_PassEndY","value_Angle","value_StandingSave","value_Length","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_Chipped","value_Head","value_RightFoot","value_Cross","value_BlockedCross","value_MissRight","value_MissLeft","value_CornerTaken","value_LeftFoot","value_OtherBodyPart","value_Foul","value_FreekickTaken","value_LayOff","value_Throughball","value_KeeperThrow","value_ShotAssist","value_KeyPass","value_RegularPlay","value_RelatedEventId","value_GoalMouthY","value_IndividualPlay","value_GoalMouthZ","value_Assisted","value_OutOfBoxCentre","value_MissHigh","value_GoalKick","value_BlockedX","value_Blocked","value_LowCentre","value_BlockedY","value_OutfielderBlock","value_IntentionalAssist","value_HighCentre","value_BoxCentre","value_FirstTouch","value_Collected","value_Hands","value_KeeperSaveInTheBox","value_ThrowinSetPiece","value_BoxRight","value_FromShotOffTarget","value_DivingSave","value_BoxLeft","value_LeadingToGoal","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_HighClaim","value_LowRight","value_KeeperSaveObox","value_Yellow","value_FastBreak","value_Volley","value_ParriedSafe","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OverRun","value_LowLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_HighRight","value_HighLeft","value_LeadingToAttempt","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_SixYardBlock","value_SmallBoxRight","value_FromCorner","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1301,598,64,58,189,41.16,3.808,"SecondHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,101856,41.16,3.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3833333333333,2818950023,66,56,NA,NA,NA,178,NA,NA,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Brentford","Wolves",6,"Christian Norgaard","DMC",TRUE,0,0,0,"C. Norgaard",1301,83,"Wolves",1301
1302,637,65,5,161,59.535,68,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 216)",TRUE,402823,60.585,63.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,2818950215,67,56,140,141,213,NA,212,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","57.7","93.8","4.91",NA,"5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.0174506,0.0174506,0,"Wolves","Brentford",19,"Rodrigo Gomes","Sub",NA,3.29515452236082,0,-76.0149305986382,"R. Gomes",1302,83,"Wolves",1302
1303,867,65,6,161,63.42,59.772,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,362758,62.16,64.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5166666666667,2819152287,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","59.2","95.4","1.81",NA,"5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.0174506,0.0174506,0,"Wolves","Brentford",10,"Matheus Cunha","AMC",TRUE,-3.88554780401829,0,103.877529803208,"M. Cunha",1303,83,"Wolves",1303
1304,868,65,8,161,63.315,65.892,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,402823,76.02,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.55,2819152499,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","72.4","100.0","0.26",NA,"13.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Wolves","Brentford",19,"Rodrigo Gomes","Sub",NA,7.81077689122913,0,9.42063287646358,"R. Gomes",1304,83,"Wolves",1304
1305,601,65,25,189,36.75,0,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 37, 215)",TRUE,470031,21.21,17.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8333333333333,2818950443,67,56,140,141,213,NA,212,1,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","20.2","25.6","2.28",NA,"24.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01126267,0.01001304,-0.00124963,"Brentford","Wolves",33,"Michael Kayode","DR",TRUE,-9.16696882938423,0,131.755066758633,"M. Kayode",1305,84,"Brentford",1305
1306,601.5,65,27.5,189,21.21,17.408,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,351705,15.015,31.144,NA,NA,NA,NA,NA,603,NA,NA,NA,NA,66.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01001304,0.01082722,0.000814179999999999,"Brentford","Wolves",4,"Sepp van den Berg","DC",TRUE,0,-4.61334251629535,114.275596536561,"S. v. den Berg",1306,84,"Brentford",1306
1307,603,65,30,189,15.015,31.144,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,351705,27.195,28.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9166666666667,2818950517,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","25.9","42.2","6.08",NA,"12.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01082722,0.01132376,0.00049654,"Brentford","Wolves",4,"Sepp van den Berg","DC",TRUE,12.0447329288979,0,-11.3642001027187,"S. v. den Berg",1307,84,"Brentford",1307
1308,603.5,65,32,189,27.195,28.696,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,444304,29.715,24.888,NA,NA,NA,NA,NA,604,NA,NA,NA,NA,66.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01132376,0.01110462,-0.00021914,"Brentford","Wolves",18,"Yehor Yarmoliuk","DMC",TRUE,0,2.15115503926795,-56.5048153262588,"Y. Yarmoliuk",1308,84,"Brentford",1308
1309,604,65,34,189,29.715,24.888,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,444304,22.155,11.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9833333333333,2818950547,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","21.1","17.6","4.18",NA,"15.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01110462,0.00942382,-0.0016808,"Brentford","Wolves",18,"Yehor Yarmoliuk","DMC",TRUE,-9.89015331435452,0,-120.333580886213,"Y. Yarmoliuk",1309,84,"Brentford",1309
1310,604.5,65,35,189,22.155,11.968,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,372724,21.525,15.232,NA,NA,NA,NA,NA,605,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.00942382,0.00942382,0,"Brentford","Wolves",22,"Nathan Collins","DC",TRUE,0,0.165746352738424,100.924586138875,"N. Collins",1310,84,"Brentford",1310
1311,605,65,36,189,21.525,15.232,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,372724,8.715,35.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0166666666667,2818950641,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","8.3","52.2","2.13",NA,"24.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.00942382,0.01082722,0.0014034,"Brentford","Wolves",22,"Nathan Collins","DC",TRUE,-10.7377907905858,0,122.299254510169,"N. Collins",1311,84,"Brentford",1311
1312,606,65,44,189,8.295,33.728,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,115131,9.765,48.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.15,2818950709,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","9.3","70.8","1.47",NA,"14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.00941056,0.00977745,0.00036689,"Brentford","Wolves",1,"Mark Flekken","GK",TRUE,0.425800259053162,0,84.1776717752664,"M. Flekken",1312,84,"Brentford",1312
1313,607,65,45,189,9.765,48.144,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,351705,25.41,43.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1666666666667,2818950725,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","24.2","64.5","6.02",NA,"16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.00977745,0.01001304,0.000235590000000001,"Brentford","Wolves",4,"Sepp van den Berg","DC",TRUE,16.0811552224303,0,-15.3136700640336,"S. v. den Berg",1313,84,"Brentford",1313
1314,608,65,47,189,25.305,43.86,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,101856,22.155,64.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2,2818950777,67,56,140,141,213,178,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","21.1","94.8","1.72",NA,"20.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,0.01110462,0.00844854,-0.00265608,"Brentford","Wolves",6,"Christian Norgaard","DMC",TRUE,-7.96598875604916,0,98.6922421498059,"C. Norgaard",1314,84,"Brentford",1314
1315,609,65,49,189,21.735,64.056,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 216, 218)",TRUE,368512,57.225,51.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2333333333333,2818950795,67,56,140,141,213,178,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","54.5","75.6","5.94",NA,"37.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:01:05",31382,"Molineux Stadium","Craig Pawson","1 : 1",161,189,NA,NA,NA,"Brentford","Wolves",23,"Keane Lewis-Potter","DL",TRUE,37.6758703158938,0,-19.6151563177072,"K. Lewis-Potter",1315,84,"Brentford",1315
