"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_PassEndY","type_value_PassEndX","type_value_Longball","type_value_Chipped","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_MissLeft","type_value_CornerTaken","type_value_Cross","type_value_LeftFoot","type_value_Head","type_value_GoalKick","type_value_RightFoot","type_value_MissRight","type_value_Foul","type_value_FreekickTaken","type_value_Throughball","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_IndividualPlay","type_value_Blocked","type_value_BlockedY","type_value_Assisted","type_value_LowCentre","type_value_RelatedEventId","type_value_BlockedX","type_value_GoalMouthZ","type_value_OutfielderBlock","type_value_HighClaim","type_value_KeeperThrow","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OtherBodyPart","type_value_BoxCentre","type_value_FirstTouch","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_Volley","type_value_MissHigh","type_value_SmallBoxCentre","type_value_BigChance","type_value_Yellow","type_value_OverRun","type_value_LeadingToAttempt","type_value_OneOnOne","type_value_LastMan","type_value_LeadingToGoal","type_value_FromCorner","type_value_BoxLeft","type_value_SmallBoxRight","type_value_LowRight","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_BlockedCross","type_value_HighLeft","type_value_ThrowinSetPiece","type_value_DirectFreekick","type_value_KeeperSaveObox","type_value_HighRight","value_Angle","value_Zone","value_Length","value_StandingSave","value_PassEndY","value_PassEndX","value_Longball","value_Chipped","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_MissLeft","value_CornerTaken","value_Cross","value_LeftFoot","value_Head","value_GoalKick","value_RightFoot","value_MissRight","value_Foul","value_FreekickTaken","value_Throughball","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_IndividualPlay","value_Blocked","value_BlockedY","value_Assisted","value_LowCentre","value_RelatedEventId","value_BlockedX","value_GoalMouthZ","value_OutfielderBlock","value_HighClaim","value_KeeperThrow","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OtherBodyPart","value_BoxCentre","value_FirstTouch","value_IntentionalAssist","value_BigChanceCreated","value_Volley","value_MissHigh","value_SmallBoxCentre","value_BigChance","value_Yellow","value_OverRun","value_LeadingToAttempt","value_OneOnOne","value_LastMan","value_LeadingToGoal","value_FromCorner","value_BoxLeft","value_SmallBoxRight","value_LowRight","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_BlockedCross","value_HighLeft","value_ThrowinSetPiece","value_DirectFreekick","value_KeeperSaveObox","value_HighRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1163,566,69,56,174,64.26,64.872,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,350088,87.15,64.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8833333333333,2818959615,71,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.27","Left","22.9",NA,"94.8","83.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0174506,0.03485072,0.01740012,"Nottingham Forest","Chelsea",14,"Callum Hudson-Odoi","Sub",NA,15.807504353548,0,-1.02115346689589,"C. Hudson-Odoi",1163,60,"Nottingham Forest",1163
1164,566.5,69,58,174,87.15,64.464,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,386969,97.965,57.46,NA,NA,NA,NA,NA,567,NA,NA,NA,NA,70.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.03485072,0.04647721,0.01162649,"Nottingham Forest","Chelsea",7,"Neco Williams","DL",TRUE,0,10.8162275459651,-32.9278626531641,"N. Williams",1164,60,"Nottingham Forest",1164
1165,567,70,0,174,97.965,57.46,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 138, 126, 35, 38, 217, 218)",TRUE,386969,97.755,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.95,2818959649,72,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.68","Center","6.5",NA,"75.0","93.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",7,"Neco Williams","DL",TRUE,6.01264847467727,0,-91.8619006282247,"N. Williams",1165,60,"Nottingham Forest",1165
1166,567,70,0,15,5.04,11.696,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,410175,5.04,11.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.95,2818959671,72,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",25,"Moises Caicedo","DMC",TRUE,0,0,0,"M. Caicedo",1166,60,"Nottingham Forest",1166
1167,568,70,1,15,7.77,24.344,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 216)",TRUE,136464,37.17,10.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9666666666667,2818960157,72,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.84","Back","32.6",NA,"15.2","35.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",4,"Tosin Adarabioyo","DC",TRUE,0,0,-25.4760525799584,"T. Adarabioyo",1167,60,"Nottingham Forest",1167
1168,568,70,5,174,58.59,56.576,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 38, 215, 218)",TRUE,445424,29.715,43.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.0333333333333,2818959871,72,213,56,212,NA,141,140,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.57","Back","31.8",NA,"63.6","28.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01870347,0.01110462,-0.00759885,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,-24.2411582628492,0,-155.223097812096,"Murillo",1168,60,"Nottingham Forest",1168
1169,569,70,9,174,29.715,43.248,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,78386,41.895,25.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,2818959939,72,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.32","Back","21.3",NA,"37.9","39.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01110462,0.01262646,0.00152184,"Nottingham Forest","Chelsea",26,"Matz Sels","GK",TRUE,12.2117379987107,0,-55.1252066000276,"M. Sels",1169,60,"Nottingham Forest",1169
1170,570,70,12,174,41.895,25.772,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,319785,45.675,10.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.15,2818959989,72,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.95","Back","15.9",NA,"15.2","43.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01484598,0.0138454,-0.00100058,"Nottingham Forest","Chelsea",31,"Nikola Milenkovic","DC",TRUE,-0.231351220752735,0,-76.240072476798,"N. Milenkovic",1170,60,"Nottingham Forest",1170
1171,571,70,14,174,45.675,10.336,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,342830,65.94,2.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1833333333333,2818960075,72,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.93","Right","21.6",NA,"4.1","62.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0138454,0.0174506,0.0036052,"Nottingham Forest","Chelsea",22,"Ryan Yates","Sub",NA,13.8717726250316,0,-20.428593299627,"R. Yates",1171,60,"Nottingham Forest",1171
1172,571.5,70,15,174,65.94,2.788,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,315543,69.72,3.4,NA,NA,NA,NA,NA,572,NA,NA,NA,NA,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.02122129,0.02122129,0,"Nottingham Forest","Chelsea",34,"Ola Aina","DR",TRUE,0,3.2971365856861,9.19665589162887,"O. Aina",1172,60,"Nottingham Forest",1172
1173,572,70,16,174,69.72,3.4,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 217, 218)",TRUE,315543,105,7.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2166666666667,2818960097,72,213,56,212,178,141,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.10","Right","37.1",NA,"10.4","100.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",34,"Ola Aina","DR",TRUE,19.7735888380684,0,5.94204321974613,"O. Aina",1173,60,"Nottingham Forest",1173
1174,570,70,37,15,3.36,39.304,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 38, 215, 218)",TRUE,421351,3.36,33.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.5666666666667,2818960615,72,213,56,212,NA,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.71","Back","5.7",NA,"49.4","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00941056,0.00941056,0,"Chelsea","Nottingham Forest",6,"Levi Colwill","DC",TRUE,0.137479467904541,0,-90,"L. Colwill",1174,61,"Chelsea",1174
1175,571,70,40,15,3.78,33.32,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,362151,15.54,18.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6166666666667,2818960695,72,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.38","Back","19.0",NA,"27.1","14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00941056,0.00977745,0.00036689,"Chelsea","Nottingham Forest",1,"Robert Sanchez","GK",TRUE,10.4171147395302,0,-51.7023528375399,"R. Sanchez",1175,61,"Chelsea",1175
1176,571.5,70,42,15,15.54,18.428,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,136464,24.465,13.124,NA,NA,NA,NA,NA,572,NA,NA,NA,NA,71.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00977745,0.00942382,-0.000353630000000001,"Chelsea","Nottingham Forest",4,"Tosin Adarabioyo","DC",TRUE,0,7.60845308090573,-30.7224109522868,"T. Adarabioyo",1176,61,"Chelsea",1176
1177,572,70,44,15,24.465,13.124,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,136464,43.155,26.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6833333333333,2818960757,72,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.62","Back","23.0",NA,"38.9","41.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00942382,0.01262646,0.00320264,"Chelsea","Nottingham Forest",4,"Tosin Adarabioyo","DC",TRUE,20.8928132876313,0,35.4929948109838,"T. Adarabioyo",1177,61,"Chelsea",1177
1178,573,70,45,15,45.36,25.976,"SecondHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,369430,45.36,25.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7,2818960769,72,NA,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",8,"Enzo Fernandez","DMC",TRUE,0,0,0,"E. Fernandez",1178,61,"Chelsea",1178
