"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Chipped","type_value_ThrowIn","type_value_LeftFoot","type_value_Cross","type_value_OtherBodyPart","type_value_HeadPass","type_value_BlockedY","type_value_ThrowinSetPiece","type_value_Blocked","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_BlockedX","type_value_BoxRight","type_value_LowCentre","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_RegularPlay","type_value_BoxCentre","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_OutOfBoxCentre","type_value_RelatedEventId","type_value_Assisted","type_value_ParriedSafe","type_value_Hands","type_value_KeeperSaveObox","type_value_RightFoot","type_value_LayOff","type_value_IndividualPlay","type_value_LowLeft","type_value_Collected","type_value_KeeperThrow","type_value_GoalKick","type_value_BoxLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_FirstTouch","type_value_BigChance","type_value_MissHigh","type_value_FastBreak","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_Throughball","type_value_BlockedCross","type_value_MissLeft","type_value_CornerTaken","type_value_LastMan","type_value_LeadingToAttempt","type_value_MissRight","type_value_FromCorner","type_value_LowRight","type_value_Feet","type_value_SixYardBlock","type_value_SmallBoxCentre","type_value_HighCentre","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_Volley","type_value_Yellow","type_value_HighLeft","type_value_HighRight","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_SmallBoxLeft","type_value_LeadingToGoal","type_value_HighClaim","type_value_OneOnOne","value_PassEndX","value_PassEndY","value_Angle","value_Zone","value_Length","value_StandingSave","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Chipped","value_ThrowIn","value_LeftFoot","value_Cross","value_OtherBodyPart","value_HeadPass","value_BlockedY","value_ThrowinSetPiece","value_Blocked","value_GoalMouthY","value_GoalMouthZ","value_BlockedX","value_BoxRight","value_LowCentre","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_RegularPlay","value_BoxCentre","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_OutOfBoxCentre","value_RelatedEventId","value_Assisted","value_ParriedSafe","value_Hands","value_KeeperSaveObox","value_RightFoot","value_LayOff","value_IndividualPlay","value_LowLeft","value_Collected","value_KeeperThrow","value_GoalKick","value_BoxLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_FirstTouch","value_BigChance","value_MissHigh","value_FastBreak","value_DivingSave","value_KeeperSaveInTheBox","value_Throughball","value_BlockedCross","value_MissLeft","value_CornerTaken","value_LastMan","value_LeadingToAttempt","value_MissRight","value_FromCorner","value_LowRight","value_Feet","value_SixYardBlock","value_SmallBoxCentre","value_HighCentre","value_ParriedDanger","value_KeeperSaveInSixYard","value_Volley","value_Yellow","value_HighLeft","value_HighRight","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_SmallBoxLeft","value_LeadingToGoal","value_HighClaim","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1462,768,80,23,170,55.23,29.036,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,231135,54.18,55.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9166666666667,2812681039,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.6","81.1","1.61","Left","26.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01689528,0.01611813,-0.000777149999999997,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,-5.02768193627297,0,92.3027027511426,"J. Andersen",1462,85,"Fulham",1462
1463,768.5,80,25,170,54.18,55.148,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,396976,57.225,55.964,NA,NA,NA,NA,NA,769,NA,NA,NA,NA,83.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01611813,0.01611813,0,"Fulham","Everton",3,"Calvin Bassey","DC",TRUE,0,2.46260964472422,15.0016626888415,"C. Bassey",1463,85,"Fulham",1463
1464,769,80,27,170,57.225,55.964,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,396976,70.665,54.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9833333333333,2812681073,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67.3","80.6","6.20","Left","13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01611813,0.02401521,0.00789708,"Fulham","Everton",3,"Calvin Bassey","DC",TRUE,12.4339717165036,0,-4.91601997136322,"C. Bassey",1464,85,"Fulham",1464
1465,770,80,28,170,70.665,54.808,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,29463,71.19,48.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,2812681121,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67.8","71.2","4.79","Center","6.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02401521,0.0241224,0.00010719,"Fulham","Everton",22,"Willian","Sub",NA,3.39294265863528,0,-85.3046125819142,"Willian",1465,85,"Fulham",1465
1466,771,80,30,170,72.135,49.232,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,321020,65.52,47.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.0333333333333,2812681155,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.4","69.3","3.45","Center","6.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0241224,0.01935132,-0.00477108,"Fulham","Everton",16,"Sander Berge","DMC",TRUE,-5.38097855551982,0,-162.32449614567,"S. Berge",1466,85,"Fulham",1466
1467,772,80,31,170,65.415,44.676,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,29463,64.365,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.05,2812681223,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61.3","23.0","4.68","Center","29.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01935132,0.01870347,-0.000647850000000002,"Fulham","Everton",22,"Willian","Sub",NA,-3.59089675208035,0,-92.0710278702493,"Willian",1467,85,"Fulham",1467
1468,773,80,33,170,62.37,17.748,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,145996,58.8,24.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.0833333333333,2812681305,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.0","35.5","2.08","Center","7.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01935132,0.01685596,-0.00249536,"Fulham","Everton",2,"Kenny Tete","DR",TRUE,-1.61759495423561,0,119.183823048943,"K. Tete",1468,85,"Fulham",1468
1469,773.5,80,34,170,58.8,24.14,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,231135,55.965,29.104,NA,NA,NA,NA,NA,774,NA,NA,NA,NA,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01685596,0.01689528,3.93199999999989e-05,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0,-2.03837485891975,119.731206293413,"J. Andersen",1469,85,"Fulham",1469
1470,774,80,35,170,55.965,29.104,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,231135,62.16,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1166666666667,2812681325,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59.2","80.0","1.33","Left","26.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01689528,0.01870347,0.00180819,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,1.82962972893377,0,76.2390840603947,"J. Andersen",1470,85,"Fulham",1470
1471,775,80,39,170,62.16,54.4,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,396976,63.945,43.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1833333333333,2812681355,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.9","63.6","4.87","Center","11.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01870347,0.01935132,0.000647850000000002,"Fulham","Everton",3,"Calvin Bassey","DC",TRUE,5.36548107271464,0,-80.9063166713629,"C. Bassey",1471,85,"Fulham",1471
1472,776,80,41,170,65.1,42.432,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,321020,73.29,53.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2166666666667,2812681427,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69.8","79.1","0.95","Left","14.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0199707,0.02401521,0.00404451,"Fulham","Everton",16,"Sander Berge","DMC",TRUE,3.40357447862348,0,54.2006820850632,"S. Berge",1472,85,"Fulham",1472
1473,777,80,44,170,73.395,53.924,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,79583,75.495,43.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2666666666667,2812681465,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.9","63.3","4.90","Center","11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02401521,0.0241224,0.00010719,"Fulham","Everton",10,"Tom Cairney","Sub",NA,6.50097662818718,0,-79.0754138611246,"T. Cairney",1473,85,"Fulham",1473
1474,778,80,46,170,77.175,43.452,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,29463,75.075,56.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3,2812681557,84,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.5","82.4","1.74","Left","12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02855202,0.02401521,-0.00453681,"Fulham","Everton",22,"Willian","Sub",NA,-7.77408260343632,0,99.4770929680781,"Willian",1474,85,"Fulham",1474
1475,778.5,80,47.5,170,75.075,56.032,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,79583,82.425,54.74,NA,NA,NA,NA,NA,779,NA,NA,NA,NA,84.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02401521,0.02953272,0.00551751,"Fulham","Everton",10,"Tom Cairney","Sub",NA,0,6.504857495837,-9.96973102940656,"T. Cairney",1475,85,"Fulham",1475
1476,779,80,49,170,82.425,54.74,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 138, 124, 125, 36, 38, 217, 218)",TRUE,79583,94.395,2.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.35,2812681609,84,140,141,213,56,212,178,1,NA,NA,NA,NA,155,NA,72,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.9","3.9","4.94","Right","53.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02953272,0.0379259,0.00839318,"Fulham","Everton",10,"Tom Cairney","Sub",NA,-2.43744652561829,0,-77.0579338273834,"T. Cairney",1476,85,"Fulham",1476
