"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_PassEndY","type_value_Length","type_value_StandingSave","type_value_Angle","type_value_Zone","type_value_Longball","type_value_ThrowIn","type_value_KeeperThrow","type_value_Cross","type_value_RightFoot","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Chipped","type_value_Foul","type_value_FreekickTaken","type_value_HeadPass","type_value_OtherBodyPart","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_LowLeft","type_value_BoxCentre","type_value_RegularPlay","type_value_GoalMouthZ","type_value_Assisted","type_value_RelatedEventId","type_value_BlockedX","type_value_Blocked","type_value_BlockedY","type_value_GoalMouthY","type_value_OutfielderBlock","type_value_MissLeft","type_value_CornerTaken","type_value_MissRight","type_value_LowRight","type_value_FirstTouch","type_value_SixYardBlock","type_value_FromCorner","type_value_LowCentre","type_value_LeadingToAttempt","type_value_Throughball","type_value_BigChanceCreated","type_value_BoxRight","type_value_BigChance","type_value_ParriedDanger","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_LayOff","type_value_ThrowinSetPiece","type_value_DivingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_LeftFoot","type_value_GoalKick","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_MissHigh","type_value_Penalty","type_value_KeeperSaved","type_value_HighCentre","type_value_Volley","type_value_BoxLeft","type_value_FastBreak","type_value_SmallBoxLeft","type_value_SavedOffline","type_value_SmallBoxCentre","type_value_DirectFreekick","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_BlockedCross","type_value_SetPiece","type_value_HighLeft","type_value_AerialFoul","type_value_OverRun","value_PassEndX","value_PassEndY","value_Length","value_StandingSave","value_Angle","value_Zone","value_Longball","value_ThrowIn","value_KeeperThrow","value_Cross","value_RightFoot","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Chipped","value_Foul","value_FreekickTaken","value_HeadPass","value_OtherBodyPart","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_LowLeft","value_BoxCentre","value_RegularPlay","value_GoalMouthZ","value_Assisted","value_RelatedEventId","value_BlockedX","value_Blocked","value_BlockedY","value_GoalMouthY","value_OutfielderBlock","value_MissLeft","value_CornerTaken","value_MissRight","value_LowRight","value_FirstTouch","value_SixYardBlock","value_FromCorner","value_LowCentre","value_LeadingToAttempt","value_Throughball","value_BigChanceCreated","value_BoxRight","value_BigChance","value_ParriedDanger","value_Hands","value_KeeperSaveInTheBox","value_OutOfBoxCentre","value_IndividualPlay","value_LayOff","value_ThrowinSetPiece","value_DivingSave","value_Collected","value_KeeperSaveObox","value_LeftFoot","value_GoalKick","value_Yellow","value_LeadingToGoal","value_IntentionalGoalAssist","value_MissHigh","value_Penalty","value_KeeperSaved","value_HighCentre","value_Volley","value_BoxLeft","value_FastBreak","value_SmallBoxLeft","value_SavedOffline","value_SmallBoxCentre","value_DirectFreekick","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_BlockedCross","value_SetPiece","value_HighLeft","value_AerialFoul","value_OverRun","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1379,617,82,49,189,76.65,14.416,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,321085,76.65,14.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8166666666667,2816609941,87,NA,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",20,"Kristoffer Ajer","Sub",NA,0,0,0,"K. Ajer",1379,79,"Fulham",1379
1380,650,83,20,170,29.925,52.292,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 132, 205, 36, 38, 217, 218)",TRUE,92173,73.605,24.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3333333333333,2816610475,88,140,141,212,178,213,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.1","35.4","52.0",NA,"5.71","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.0105949,0.0241224,0.0135275,"Fulham","Brentford",1,"Bernd Leno","GK",TRUE,44.3439314629629,0,-32.8649773245343,"B. Leno",1380,79,"Fulham",1380
1381,651,83,24,170,72.66,23.596,"SecondHalf","Aerial","Successful",NA,NA,NA,"c(197, 199)",FALSE,108186,72.66,23.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,2816610491,88,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",7,"Raul Jimenez","FW",TRUE,0,0,0,"R. Jimenez",1381,79,"Fulham",1381
1382,618,83,24,189,32.34,44.404,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,"c(198, 200)",FALSE,351705,32.34,44.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,2816610495,88,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",4,"Sepp van den Berg","DC",TRUE,0,0,0,"S. v. den Berg",1382,80,"Brentford",1382
1383,652,83,24,170,72.66,26.316,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 37, 217, 218)",TRUE,108186,93.975,45.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,2816610515,88,140,141,212,NA,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.5","66.9","28.7",NA,"0.73","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",7,"Raul Jimenez","FW",TRUE,17.3149813843564,0,41.9760722193325,"R. Jimenez",1383,80,"Brentford",1383
1384,619,83,27,189,11.235,22.372,"SecondHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,115131,11.235,22.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.45,2816610561,88,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",1,"Mark Flekken","GK",TRUE,0,0,0,"M. Flekken",1384,80,"Brentford",1384
1385,619.5,83,30.5,189,11.235,22.372,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,115131,14.28,33.388,NA,NA,NA,NA,NA,621,NA,NA,NA,NA,87.5083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.00977745,0.01082722,0.00104977,"Brentford","Fulham",1,"Mark Flekken","GK",TRUE,0,3.76119144480096,74.5483429157594,"M. Flekken",1385,80,"Brentford",1385
1386,621,83,34,189,14.28,33.388,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,115131,20.895,23.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5666666666667,2816610717,88,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.9","34.8","11.8",NA,"5.31","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.01082722,0.01001304,-0.000814179999999999,"Brentford","Fulham",1,"Mark Flekken","GK",TRUE,5.98432815251216,0,-55.7735011773686,"M. Flekken",1386,80,"Brentford",1386
1387,621.5,83,35.5,189,20.895,23.664,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,372724,22.05,26.792,NA,NA,NA,NA,NA,622,NA,NA,NA,NA,87.5916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.01001304,0.01016549,0.000152449999999998,"Brentford","Fulham",22,"Nathan Collins","DC",TRUE,0,1.47515289252372,69.7335585568462,"N. Collins",1387,80,"Brentford",1387
1388,622,83,37,189,22.05,26.792,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,372724,24.78,52.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6166666666667,2816610747,88,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.6","76.9","25.6",NA,"1.46","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.01016549,0.00942382,-0.00074167,"Brentford","Fulham",22,"Nathan Collins","DC",TRUE,0.983511370216092,0,83.8892566031477,"N. Collins",1388,80,"Brentford",1388
1389,622.5,83,38,189,24.78,52.292,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,351705,29.19,53.38,NA,NA,NA,NA,NA,623,NA,NA,NA,NA,87.6333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.00942382,0.0105949,0.00117108,"Brentford","Fulham",4,"Sepp van den Berg","DC",TRUE,0,4.031129382015,13.8588008906376,"S. v. den Berg",1389,80,"Brentford",1389
1390,623,83,39,189,29.19,53.38,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,351705,44.625,64.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.65,2816610817,88,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5","95.3","19.2",NA,"0.64","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.0105949,0.01248344,0.00188854,"Brentford","Fulham",4,"Sepp van den Berg","DC",TRUE,10.4686901748991,0,36.5064778464254,"S. v. den Berg",1390,80,"Brentford",1390
1391,623.5,83,40.5,189,44.625,64.804,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,229562,50.4,64.26,NA,NA,NA,NA,NA,624,NA,NA,NA,NA,87.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,0.01248344,0.01248344,0,"Brentford","Fulham",3,"Rico Henry","Sub",NA,0,5.35467700115928,-5.38133326775965,"R. Henry",1391,80,"Brentford",1391
1392,624,83,42,189,50.4,64.26,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 124, 36, 38, 216, 218)",TRUE,229562,56.805,59.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7,2816610825,88,140,141,212,178,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.1","88.2","7.7",NA,"5.69","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Brentford","Fulham",3,"Rico Henry","Sub",NA,7.67504925442551,0,-33.7766823950159,"R. Henry",1392,80,"Brentford",1392
1393,653,83,42,170,46.305,9.928,"SecondHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,333044,46.305,9.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7,2816610849,88,NA,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-18 23:59:02",17136,"Gtech Community Stadium","Jarred Gillett","2 : 3",189,170,NA,NA,NA,"Fulham","Brentford",8,"Harry Wilson","Sub",NA,0,0,0,"H. Wilson",1393,80,"Brentford",1393
