"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndX","type_value_StandingSave","type_value_Angle","type_value_PassEndY","type_value_Zone","type_value_Cross","type_value_RightFoot","type_value_Chipped","type_value_Head","type_value_MissLeft","type_value_OppositeRelatedEvent","type_value_MissRight","type_value_CornerTaken","type_value_LeftFoot","type_value_Longball","type_value_HighClaim","type_value_KeeperThrow","type_value_HeadPass","type_value_LayOff","type_value_ThrowIn","type_value_Offensive","type_value_Defensive","type_value_BlockedCross","type_value_OtherBodyPart","type_value_Foul","type_value_FreekickTaken","type_value_GoalMouthY","type_value_BlockedX","type_value_GoalMouthZ","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_LowCentre","type_value_IndividualPlay","type_value_Blocked","type_value_BlockedY","type_value_OutfielderBlock","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_GoalKick","type_value_MissHigh","type_value_DirectFreekick","type_value_ShotAssist","type_value_KeyPass","type_value_BoxLeft","type_value_RelatedEventId","type_value_Assisted","type_value_FirstTouch","type_value_LowLeft","type_value_Hands","type_value_Collected","type_value_KeeperSaveObox","type_value_Yellow","type_value_LowRight","type_value_IntentionalAssist","type_value_BoxCentre","type_value_SetPiece","type_value_SmallBoxCentre","type_value_FromCorner","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_Volley","type_value_DeepBoxRight","type_value_SixYardBlock","type_value_SavedOffline","type_value_LastMan","type_value_ParriedDanger","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_FastBreak","type_value_AerialFoul","type_value_ParriedSafe","type_value_FromShotOffTarget","type_value_HighCentre","type_value_LeadingToAttempt","type_value_BoxRight","type_value_Throughball","value_Length","value_PassEndX","value_StandingSave","value_Angle","value_PassEndY","value_Zone","value_Cross","value_RightFoot","value_Chipped","value_Head","value_MissLeft","value_OppositeRelatedEvent","value_MissRight","value_CornerTaken","value_LeftFoot","value_Longball","value_HighClaim","value_KeeperThrow","value_HeadPass","value_LayOff","value_ThrowIn","value_Offensive","value_Defensive","value_BlockedCross","value_OtherBodyPart","value_Foul","value_FreekickTaken","value_GoalMouthY","value_BlockedX","value_GoalMouthZ","value_OutOfBoxCentre","value_RegularPlay","value_LowCentre","value_IndividualPlay","value_Blocked","value_BlockedY","value_OutfielderBlock","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_GoalKick","value_MissHigh","value_DirectFreekick","value_ShotAssist","value_KeyPass","value_BoxLeft","value_RelatedEventId","value_Assisted","value_FirstTouch","value_LowLeft","value_Hands","value_Collected","value_KeeperSaveObox","value_Yellow","value_LowRight","value_IntentionalAssist","value_BoxCentre","value_SetPiece","value_SmallBoxCentre","value_FromCorner","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamPlayerFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_Volley","value_DeepBoxRight","value_SixYardBlock","value_SavedOffline","value_LastMan","value_ParriedDanger","value_DivingSave","value_KeeperSaveInTheBox","value_FastBreak","value_AerialFoul","value_ParriedSafe","value_FromShotOffTarget","value_HighCentre","value_LeadingToAttempt","value_BoxRight","value_Throughball","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1670,905,88,15,167,78.33,48.756,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,73084,87.675,58.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2833333333333,2812691575,91,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.4","83.5",NA,"0.80","85.9","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.02855202,0.03485072,0.0062987,"Man City","Southampton",17,"Kevin De Bruyne","AMC",TRUE,0.545015485530485,0,45.9377083556911,"K. D. Bruyne",1670,69,"Man City",1670
1671,905.5,88,17.5,167,87.675,58.412,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,388098,94.5,51.816,NA,NA,NA,NA,NA,906,NA,NA,NA,NA,90.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.04066992,0.04066992,0,"Man City","Southampton",11,"Jeremy Doku","Sub",NA,0,9.25501380540026,-44.0224677438806,"J. Doku",1671,69,"Man City",1671
1672,906,88,20,167,94.5,51.816,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,388098,94.5,51.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3666666666667,2812691595,91,NA,NA,178,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",11,"Jeremy Doku","Sub",NA,0,0,0,"J. Doku",1672,69,"Man City",1672
1673,572,88,22,18,10.5,15.912,"SecondHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,337428,10.5,15.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,2812691635,91,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",4,"Flynn Downes","MC",TRUE,0,0,0,"F. Downes",1673,69,"Man City",1673
1674,907,88,22,167,94.5,52.088,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,388098,94.5,52.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,2812691607,91,NA,NA,178,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",11,"Jeremy Doku","Sub",NA,0,0,0,"J. Doku",1674,69,"Man City",1674
1675,574,88,57,18,13.125,17.136,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 133, 36, 37, 216, 218)",TRUE,316858,67.935,19.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9833333333333,2812692417,91,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.9","64.7",NA,"0.04","28.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",30,"Aaron Ramsdale","GK",TRUE,53.5906254043267,0,2.41542342794011,"A. Ramsdale",1675,69,"Man City",1675
1676,908,89,0,167,36.54,47.668,"SecondHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,468847,36.54,47.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0333333333333,2812692413,92,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",75,"Nico O'Reilly","Sub",NA,0,0,0,"N. O'Reilly",1676,69,"Man City",1676
1677,575,89,0,18,68.46,20.332,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,397143,68.46,20.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0333333333333,2812692429,92,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",11,"Ross Stewart","Sub",NA,0,0,0,"R. Stewart",1677,69,"Man City",1677
1678,909,89,0,167,35.805,49.028,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 139, 36, 38, 216, 218)",TRUE,468847,45.15,37.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0333333333333,2812692449,92,212,140,NA,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.9","43.0",NA,"5.39","55.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",75,"Nico O'Reilly","Sub",NA,10.8577204009086,0,-51.0482374219295,"N. O'Reilly",1678,69,"Man City",1678
1679,576,89,2,18,57.435,28.56,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 217, 218)",TRUE,447231,78.12,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0666666666667,2812692493,92,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.4","74.4",NA,"5.72","23.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",18,"Mateus Fernandes","AMC",TRUE,15.3232088898202,0,-31.9891965531406,"M. Fernandes",1679,70,"Southampton",1679
1680,910,89,6,167,32.655,50.864,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 217, 218)",TRUE,313171,70.455,66.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1333333333333,2812692731,92,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.9","67.1",NA,"0.39","97.7","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",3,"Ruben Dias","DC",TRUE,26.8983530461364,0,22.389587737942,"R. Dias",1680,70,"Southampton",1680
1681,577,89,14,18,21.42,4.08,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,384061,11.34,20.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2666666666667,2812692805,92,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.6","10.8",NA,"2.11","30.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.00844854,0.00977745,0.00132891,"Southampton","Man City",6,"Taylor Harwood-Bellis","DC",TRUE,-5.79161230175707,0,120.867730175872,"T. Harwood-Bellis",1681,70,"Southampton",1681
1682,578,89,16,18,11.34,21.488,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 38, 216, 218)",TRUE,316858,64.68,17.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3,2812692943,92,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.5","61.6",NA,"6.21","25.8","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.00977745,0.01935132,0.00957387,"Southampton","Man City",30,"Aaron Ramsdale","GK",TRUE,50.9431906420549,0,-4.22879792542995,"A. Ramsdale",1682,70,"Southampton",1682
1683,578.5,89,17.5,18,64.68,17.544,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,397143,60.48,15.912,NA,NA,NA,NA,NA,651,NA,NA,NA,NA,91.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.01935132,0.01611813,-0.00323319,"Southampton","Man City",11,"Ross Stewart","Sub",NA,0,-4.50535006987802,-158.765295865746,"R. Stewart",1683,70,"Southampton",1683
1684,651,89,19,18,60.48,15.912,"SecondHalf","Aerial","Successful",NA,NA,NA,"c(197, 199)",FALSE,397143,60.48,15.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.35,2812953787,92,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"1013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",11,"Ross Stewart","Sub",NA,0,0,0,"R. Stewart",1684,70,"Southampton",1684
1685,1013,89,19,167,44.52,52.088,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,"c(198, 200)",FALSE,313171,44.52,52.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.35,2812953779,92,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",3,"Ruben Dias","DC",TRUE,0,0,0,"R. Dias",1685,70,"Southampton",1685
