"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Length","type_value_PassEndY","type_value_StandingSave","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_HeadPass","type_value_Chipped","type_value_ThrowIn","type_value_LayOff","type_value_OtherBodyPart","type_value_KeeperThrow","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_LeadingToAttempt","type_value_LastMan","type_value_BlockedX","type_value_RightFoot","type_value_LowRight","type_value_GoalMouthZ","type_value_BoxCentre","type_value_RegularPlay","type_value_GoalMouthY","type_value_BlockedY","type_value_BigChance","type_value_ParriedDanger","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_ShotAssist","type_value_KeyPass","type_value_LowCentre","type_value_RelatedEventId","type_value_LeftFoot","type_value_SixYardBlock","type_value_BoxRight","type_value_IndividualPlay","type_value_Blocked","type_value_Assisted","type_value_OutfielderBlock","type_value_ThrowinSetPiece","type_value_IntentionalAssist","type_value_FastBreak","type_value_FirstTouch","type_value_Collected","type_value_OutOfBoxCentre","type_value_Cross","type_value_BoxLeft","type_value_LowLeft","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_FromCorner","type_value_HighRight","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","type_value_HighLeft","type_value_MissHigh","type_value_GoalKick","type_value_KeeperSaveObox","type_value_Feet","type_value_Foul","type_value_FreekickTaken","type_value_BlockedCross","type_value_OverRun","type_value_Throughball","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_SmallBoxLeft","type_value_Volley","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_Yellow","type_value_DirectFreekick","type_value_DeepBoxLeft","type_value_HighClaim","type_value_AerialFoul","value_Angle","value_Length","value_PassEndY","value_StandingSave","value_Zone","value_PassEndX","value_Longball","value_HeadPass","value_Chipped","value_ThrowIn","value_LayOff","value_OtherBodyPart","value_KeeperThrow","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_LeadingToAttempt","value_LastMan","value_BlockedX","value_RightFoot","value_LowRight","value_GoalMouthZ","value_BoxCentre","value_RegularPlay","value_GoalMouthY","value_BlockedY","value_BigChance","value_ParriedDanger","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_ShotAssist","value_KeyPass","value_LowCentre","value_RelatedEventId","value_LeftFoot","value_SixYardBlock","value_BoxRight","value_IndividualPlay","value_Blocked","value_Assisted","value_OutfielderBlock","value_ThrowinSetPiece","value_IntentionalAssist","value_FastBreak","value_FirstTouch","value_Collected","value_OutOfBoxCentre","value_Cross","value_BoxLeft","value_LowLeft","value_MissLeft","value_MissRight","value_CornerTaken","value_BigChanceCreated","value_SmallBoxCentre","value_FromCorner","value_HighRight","value_ParriedSafe","value_KeeperSaveInSixYard","value_HighLeft","value_MissHigh","value_GoalKick","value_KeeperSaveObox","value_Feet","value_Foul","value_FreekickTaken","value_BlockedCross","value_OverRun","value_Throughball","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_CaptainPlayerId","value_InvolvedPlayers","value_SmallBoxLeft","value_Volley","value_LeadingToGoal","value_IntentionalGoalAssist","value_Yellow","value_DirectFreekick","value_DeepBoxLeft","value_HighClaim","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1429,607,78,38,23,70.14,24.208,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,100599,80.64,32.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6166666666667,2816671403,79,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.64","13.1","47.2",NA,"Center","76.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",17,"Emil Krafth","Sub",NA,11.774858525239,0,36.9152707561003,"E. Krafth",1429,68,"Newcastle",1429
1430,714,78,39,13,29.19,38.692,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 216)",TRUE,424462,46.515,49.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6333333333333,2816671553,79,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.55","20.3","72.4",NA,"Back","44.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Arsenal","Newcastle",15,"Jakub Kiwior","DC",TRUE,0,0,31.3150518902186,"J. Kiwior",1430,68,"Newcastle",1430
1431,608,78,41,23,55.545,22.372,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,82726,57.96,28.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6666666666667,2816671473,79,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.21","6.9","42.4",NA,"Center","55.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01685596,0.01689528,3.93199999999989e-05,"Newcastle","Arsenal",5,"Fabian Schar","DC",TRUE,3.48057917455107,0,69.5022958170338,"F. Schar",1431,68,"Newcastle",1431
1432,608.5,78,43,23,57.96,28.832,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,343501,59.325,15.232,NA,NA,NA,NA,NA,609,NA,NA,NA,NA,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01689528,0.01611813,-0.000777149999999997,"Newcastle","Arsenal",8,"Sandro Tonali","MC",TRUE,0,-2.05756097332876,-84.2685515583899,"S. Tonali",1432,68,"Newcastle",1432
1433,609,78,45,23,59.325,15.232,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,343501,75.39,1.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7333333333333,2816671513,79,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.59","20.8","2.9",NA,"Right","71.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01611813,0.02122129,0.00510316,"Newcastle","Arsenal",8,"Sandro Tonali","MC",TRUE,5.76242641189221,0,-39.5361571867634,"S. Tonali",1433,68,"Newcastle",1433
1434,609.5,78,48,23,75.39,1.972,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,416209,90.3,16.388,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,78.7833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.02122129,0.04066992,0.01944863,"Newcastle","Arsenal",18,"William Osula","Sub",NA,0,20.6775406340509,44.034936971923,"W. Osula",1434,68,"Newcastle",1434
1435,610,78,51,23,90.3,16.388,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 36, 37, 217, 218)",TRUE,416209,91.56,21.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8333333333333,2816671565,79,213,212,141,178,56,140,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.32","5.1","31.3",NA,"Center","87.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",18,"William Osula","Sub",NA,4.4384619005107,0,75.567937063864,"W. Osula",1435,68,"Newcastle",1435
1436,715,78,51,13,12.6,47.532,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,467918,12.6,47.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8333333333333,2816671555,79,NA,NA,NA,178,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Arsenal","Newcastle",49,"Myles Lewis-Skelly","DL",TRUE,0,0,0,"M. Lewis-Skelly",1436,68,"Newcastle",1436
1437,612,79,11,23,89.985,68,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 38, 216)",TRUE,415174,61.74,57.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1666666666667,2816671787,80,213,212,141,NA,56,140,1,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.52","30.4","84.8",NA,"Left","58.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.03485072,0.01870347,-0.01614725,"Newcastle","Arsenal",21,"Tino Livramento","DML",TRUE,-12.1414895667208,0,-159.900361725751,"T. Livramento",1437,68,"Newcastle",1437
1438,613,79,15,23,61.425,57.664,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,82277,36.225,41.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2333333333333,2816671835,80,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.70","29.8","61.4",NA,"Back","34.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01870347,0.01262646,-0.00607701,"Newcastle","Arsenal",33,"Dan Burn","DC",TRUE,-19.6245651554728,0,-147.730515197279,"D. Burn",1438,68,"Newcastle",1438
1439,614,79,18,23,36.225,41.752,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,105720,43.68,59.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2833333333333,2816671867,80,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.18","19.5","87.9",NA,"Back","41.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01262646,0.01248344,-0.000143020000000001,"Newcastle","Arsenal",22,"Nick Pope","GK",TRUE,2.69480563296246,0,67.5247782525169,"N. Pope",1439,68,"Newcastle",1439
1440,615,79,21,23,43.68,59.772,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,82277,62.685,57.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3333333333333,2816671909,80,213,212,141,178,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.14","19.2","83.9",NA,"Left","59.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,0.01248344,0.01870347,0.00622003,"Newcastle","Arsenal",33,"Dan Burn","DC",TRUE,18.3290431142371,0,-8.14487420225385,"D. Burn",1440,68,"Newcastle",1440
1441,616,79,22,23,62.685,57.052,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,342563,62.685,57.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.35,2816671915,80,NA,NA,NA,178,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",28,"Joe Willock","Sub",NA,0,0,0,"J. Willock",1441,68,"Newcastle",1441
1442,717,79,24,13,35.7,7.072,"SecondHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,322036,35.7,7.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3833333333333,2816671933,80,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Arsenal","Newcastle",4,"Ben White","DR",TRUE,0,0,0,"B. White",1442,69,"Arsenal",1442
1443,617,79,24,23,69.3,60.928,"SecondHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,342563,69.3,60.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3833333333333,2816671943,80,NA,NA,NA,178,56,NA,NA,NA,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,"717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 02:15:23",60160,"Emirates Stadium","Simon Hooper","1 : 0",13,23,NA,NA,NA,"Newcastle","Arsenal",28,"Joe Willock","Sub",NA,0,0,0,"J. Willock",1443,69,"Arsenal",1443
