"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_StandingSave","type_value_Angle","type_value_Zone","type_value_Length","type_value_Longball","type_value_KeeperThrow","type_value_LayOff","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_MissLeft","type_value_RightFoot","type_value_CornerTaken","type_value_Cross","type_value_Chipped","type_value_OtherBodyPart","type_value_ShotAssist","type_value_KeyPass","type_value_BlockedY","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_LowRight","type_value_RelatedEventId","type_value_Blocked","type_value_BoxLeft","type_value_RegularPlay","type_value_BlockedX","type_value_IndividualPlay","type_value_Assisted","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_HeadPass","type_value_ThrowIn","type_value_LowCentre","type_value_LeftFoot","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_BigChance","type_value_SmallBoxRight","type_value_FirstTouch","type_value_Head","type_value_FromCorner","type_value_GoalKick","type_value_BoxCentre","type_value_LowLeft","type_value_OutOfBoxCentre","type_value_ParriedDanger","type_value_Hands","type_value_DivingSave","type_value_KeeperSaveObox","type_value_KeeperSaveInTheBox","type_value_BlockedCross","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_BoxRight","type_value_MissHigh","type_value_HighRight","type_value_Collected","type_value_Feet","type_value_ParriedSafe","type_value_HighClaim","type_value_Throughball","type_value_HighLeft","type_value_MissRight","type_value_Volley","type_value_IntentionalGoalAssist","type_value_SetPiece","type_value_OverRun","type_value_Yellow","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_OutOfBoxRight","type_value_HighCentre","value_PassEndY","value_PassEndX","value_StandingSave","value_Angle","value_Zone","value_Length","value_Longball","value_KeeperThrow","value_LayOff","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_MissLeft","value_RightFoot","value_CornerTaken","value_Cross","value_Chipped","value_OtherBodyPart","value_ShotAssist","value_KeyPass","value_BlockedY","value_GoalMouthY","value_GoalMouthZ","value_LowRight","value_RelatedEventId","value_Blocked","value_BoxLeft","value_RegularPlay","value_BlockedX","value_IndividualPlay","value_Assisted","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_HeadPass","value_ThrowIn","value_LowCentre","value_LeftFoot","value_IntentionalAssist","value_BigChanceCreated","value_BigChance","value_SmallBoxRight","value_FirstTouch","value_Head","value_FromCorner","value_GoalKick","value_BoxCentre","value_LowLeft","value_OutOfBoxCentre","value_ParriedDanger","value_Hands","value_DivingSave","value_KeeperSaveObox","value_KeeperSaveInTheBox","value_BlockedCross","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_BoxRight","value_MissHigh","value_HighRight","value_Collected","value_Feet","value_ParriedSafe","value_HighClaim","value_Throughball","value_HighLeft","value_MissRight","value_Volley","value_IntentionalGoalAssist","value_SetPiece","value_OverRun","value_Yellow","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_OutOfBoxRight","value_HighCentre","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1609,756,79,54,64,59.01,56.372,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,422958,45.255,48.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.85,2786265881,84,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.3","43.1",NA,"3.66","Back","15.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01611813,0.01429128,-0.00182685,"Rayo Vallecano","Real Madrid",23,"Oscar Valentin","Sub",NA,-10.332810524864,0,-150.167272743084,"O. Valentin",1609,92,"Rayo Vallecano",1609
1610,756.5,79,55.5,64,45.255,48.484,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,93492,42.105,47.736,NA,NA,NA,NA,NA,757,NA,NA,NA,NA,83.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01429128,0.01269174,-0.00159954,"Rayo Vallecano","Real Madrid",5,"Aridane Hernandez","DC",TRUE,0,-2.90185526464568,-166.641933816572,"A. Hernandez",1610,92,"Rayo Vallecano",1610
1611,757,79,57,64,42.105,47.736,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,93492,43.995,20.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,2786265917,84,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.5","41.9",NA,"4.78","Back","27.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01269174,0.01429128,0.00159954,"Rayo Vallecano","Real Madrid",5,"Aridane Hernandez","DC",TRUE,1.94800940691996,0,-85.9952356909313,"A. Hernandez",1611,92,"Rayo Vallecano",1611
1612,757.5,79,58.5,64,43.995,20.74,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,101613,43.365,16.388,NA,NA,NA,NA,NA,758,NA,NA,NA,NA,83.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01429128,0.0138454,-0.000445879999999999,"Rayo Vallecano","Real Madrid",20,"Ivan Balliu","Sub",NA,0,-1.6724558520013,-98.236976714405,"I. Balliu",1612,92,"Rayo Vallecano",1612
1613,758,80,0,64,43.365,16.388,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,101613,56.385,5.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.95,2786265951,85,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2","53.7",NA,"5.59","Right","16.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.0138454,0.01473596,0.000890559999999999,"Rayo Vallecano","Real Madrid",20,"Ivan Balliu","Sub",NA,7.78724754527724,0,-39.7067405220359,"I. Balliu",1613,92,"Rayo Vallecano",1613
1614,759,80,1,64,56.91,5.712,"SecondHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,372331,56.91,5.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9666666666667,2786265959,85,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,"745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,0,0,0,"A. Ratiu",1614,92,"Rayo Vallecano",1614
1615,745,80,2,52,48.09,62.288,"SecondHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,422957,48.09,62.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9833333333333,2786265963,85,NA,NA,178,NA,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",20,"Fran Garcia","DL",TRUE,0,0,0,"F. Garcia",1615,92,"Rayo Vallecano",1615
1616,760,80,2,64,55.02,5.576,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,372331,55.02,5.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9833333333333,2786265967,85,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,0,0,0,"A. Ratiu",1616,92,"Rayo Vallecano",1616
1617,747.5,80,10,52,77.07,54.74,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,422957,74.34,48.824,NA,NA,NA,NA,NA,748,NA,NA,NA,NA,84.1166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.02401521,0.0241224,0.00010719,"Real Madrid","Rayo Vallecano",20,"Fran Garcia","DL",TRUE,0,0.732756638335623,-114.771455478825,"F. Garcia",1617,92,"Rayo Vallecano",1617
1618,747,80,10,52,77.07,54.74,"SecondHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,422957,77.07,54.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1166666666667,2786266095,85,NA,NA,178,NA,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,"761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",20,"Fran Garcia","DL",TRUE,0,0,0,"F. Garcia",1618,92,"Rayo Vallecano",1618
1619,761,80,10,64,27.93,13.26,"SecondHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,372331,27.93,13.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1166666666667,2786266085,85,NA,NA,NA,NA,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,0,0,0,"A. Ratiu",1619,92,"Rayo Vallecano",1619
1620,748,80,12,52,74.34,48.824,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 38, 217, 218)",TRUE,422957,70.875,45.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.15,2786266121,85,141,140,178,213,56,212,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.9","67.5",NA,"3.91","Center","4.8",NA,NA,NA,NA,"762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",20,"Fran Garcia","DL",TRUE,-1.95243869203686,0,-136.120989602268,"F. Garcia",1620,92,"Rayo Vallecano",1620
1621,762,80,12,64,31.395,18.836,"SecondHalf","BlockedPass","Successful",NA,NA,NA,"c(91, 60)",TRUE,422958,31.395,18.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.15,2786266109,85,NA,NA,178,NA,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",23,"Oscar Valentin","Sub",NA,0,0,0,"O. Valentin",1621,92,"Rayo Vallecano",1621
1622,749,80,14,52,66.36,46.784,"SecondHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,20874,66.36,46.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1833333333333,2786266157,85,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",10,"Luka Modric","MC",TRUE,0,0,0,"L. Modric",1622,93,"Real Madrid",1622
1623,763,80,14,64,38.64,21.216,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,16942,38.64,21.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1833333333333,2786266151,85,NA,NA,178,NA,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",8,"Oscar Trejo","Sub",NA,0,0,0,"O. Trejo",1623,93,"Real Madrid",1623
1624,750,80,35,52,61.215,45.832,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 132, 36, 37, 216, 218)",TRUE,20874,63,55.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5333333333333,2786266579,85,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81.9","60.0",NA,"1.39","Left","10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01935132,0.01870347,-0.000647850000000002,"Real Madrid","Rayo Vallecano",10,"Luka Modric","MC",TRUE,-1.91543980570809,0,79.7386252827656,"L. Modric",1624,93,"Real Madrid",1624
