"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_PassEndY","type_value_PassEndX","type_value_Length","type_value_Angle","type_value_Zone","type_value_Chipped","type_value_Longball","type_value_Head","type_value_ThrowIn","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_GoalKick","type_value_HeadPass","type_value_OtherBodyPart","type_value_LeftFoot","type_value_Cross","type_value_KeeperThrow","type_value_Foul","type_value_FreekickTaken","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LayOff","type_value_RightFoot","type_value_MissLeft","type_value_CornerTaken","type_value_Throughball","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_BoxLeft","type_value_MissRight","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_Assisted","type_value_RegularPlay","type_value_FirstTouch","type_value_RelatedEventId","type_value_Volley","type_value_BoxCentre","type_value_MissHigh","type_value_BigChanceCreated","type_value_BigChance","type_value_LeadingToAttempt","type_value_LowCentre","type_value_BlockedY","type_value_BlockedX","type_value_DivingSave","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_LastMan","type_value_IntentionalGoalAssist","type_value_IndividualPlay","type_value_OneOnOne","type_value_BoxRight","type_value_Blocked","type_value_OutOfBoxCentre","type_value_OutfielderBlock","type_value_FromCorner","type_value_LowRight","type_value_BlockedCross","type_value_HighCentre","type_value_Yellow","type_value_HighRight","type_value_Collected","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_ThrowinSetPiece","type_value_LowLeft","type_value_SmallBoxCentre","type_value_OverRun","type_value_DirectFreekick","value_StandingSave","value_PassEndY","value_PassEndX","value_Length","value_Angle","value_Zone","value_Chipped","value_Longball","value_Head","value_ThrowIn","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_GoalKick","value_HeadPass","value_OtherBodyPart","value_LeftFoot","value_Cross","value_KeeperThrow","value_Foul","value_FreekickTaken","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LayOff","value_RightFoot","value_MissLeft","value_CornerTaken","value_Throughball","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_BoxLeft","value_MissRight","value_GoalMouthY","value_GoalMouthZ","value_Assisted","value_RegularPlay","value_FirstTouch","value_RelatedEventId","value_Volley","value_BoxCentre","value_MissHigh","value_BigChanceCreated","value_BigChance","value_LeadingToAttempt","value_LowCentre","value_BlockedY","value_BlockedX","value_DivingSave","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_LastMan","value_IntentionalGoalAssist","value_IndividualPlay","value_OneOnOne","value_BoxRight","value_Blocked","value_OutOfBoxCentre","value_OutfielderBlock","value_FromCorner","value_LowRight","value_BlockedCross","value_HighCentre","value_Yellow","value_HighRight","value_Collected","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_ThrowinSetPiece","value_LowLeft","value_SmallBoxCentre","value_OverRun","value_DirectFreekick","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1241,569,70,29,183,12.705,46.92,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,468852,5.145,33.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.55,2809640837,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.3","4.9","15.4","4.20","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.00977745,0.00941056,-0.00036689,"Bournemouth","Arsenal",2,"Dean Huijsen","DC",TRUE,-6.66121284903178,0,-119.438104258904,"D. Huijsen",1241,71,"Bournemouth",1241
1242,570,70,32,183,5.355,35.564,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,113880,21.525,8.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6,2809640885,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.1","20.5","31.2","5.26","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.00941056,0.00942382,1.32599999999993e-05,"Bournemouth","Arsenal",13,"Kepa Arrizabalaga","GK",TRUE,12.4925780988073,0,-58.7582607350244,"K. Arrizabalaga",1242,71,"Bournemouth",1242
1243,570.5,70,33.5,183,21.525,8.908,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,399826,24.78,5.576,NA,NA,NA,NA,NA,571,NA,NA,NA,NA,72.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.00942382,0.00844854,-0.00097528,"Bournemouth","Arsenal",27,"Illia Zabarnyi","DC",TRUE,0,2.05786717602997,-45.6697394996592,"I. Zabarnyi",1243,71,"Bournemouth",1243
1244,571,70,35,183,24.78,5.576,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,399826,44.73,26.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.65,2809640917,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.7","42.6","29.3","0.82","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.00844854,0.01484598,0.00639744,"Bournemouth","Arsenal",27,"Illia Zabarnyi","DC",TRUE,24.4312240614628,0,47.0350344568599,"I. Zabarnyi",1244,71,"Bournemouth",1244
1245,571.5,70,38,183,44.73,26.996,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,384430,48.51,46.376,NA,NA,NA,NA,NA,572,NA,NA,NA,NA,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.01484598,0.01429128,-0.0005547,"Bournemouth","Arsenal",9,"Evanilson","FW",TRUE,0,2.84580648573114,78.9632276948063,"Evanilson",1245,71,"Bournemouth",1245
1246,572,70,41,183,48.51,46.376,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,384430,60.795,63.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.75,2809640983,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.1","57.9","21.5","0.96","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.01429128,0.0174506,0.00315932,"Bournemouth","Arsenal",9,"Evanilson","FW",TRUE,4.41292589869413,0,55.1028478768457,"Evanilson",1246,71,"Bournemouth",1246
1247,573,70,45,183,62.895,61.948,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,424273,61.11,55.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8166666666667,2809641023,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81.5","58.2","6.8","4.45","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.0174506,0.01870347,0.00125287,"Bournemouth","Arsenal",3,"Milos Kerkez","DL",TRUE,1.69835853173655,0,-105.292987685986,"M. Kerkez",1247,71,"Bournemouth",1247
1248,574,70,47,183,60.9,55.148,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,315275,70.455,48.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.85,2809641041,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.5","67.1","11.6","5.68","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.01870347,0.0241224,0.00541893,"Bournemouth","Arsenal",12,"Tyler Adams","DMC",TRUE,11.3972161596434,0,-34.3409874723941,"T. Adams",1248,71,"Bournemouth",1248
1249,575,70,48,183,70.455,48.62,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,410998,63,54.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8666666666667,2809641059,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80.2","60.0","9.5","2.47","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.0241224,0.01870347,-0.00541893,"Bournemouth","Arsenal",8,"Alex Scott","Sub",NA,-9.24041187532723,0,141.565842248674,"A. Scott",1249,71,"Bournemouth",1249
1250,576,70,49,183,60.795,53.176,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,315275,57.435,40.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8833333333333,2809641135,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59.0","54.7","13.5","4.46","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.01870347,0.01689528,-0.00180819,"Bournemouth","Arsenal",12,"Tyler Adams","DMC",TRUE,0.227968387754061,0,-104.432062936136,"T. Adams",1250,71,"Bournemouth",1250
1251,576.5,70,52.5,183,57.435,40.12,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,468852,73.92,41.752,NA,NA,NA,NA,NA,577,NA,NA,NA,NA,72.9416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.01689528,0.0241224,0.00722712,"Bournemouth","Arsenal",2,"Dean Huijsen","DC",TRUE,0,15.9249320948129,5.65380741577448,"D. Huijsen",1251,71,"Bournemouth",1251
1252,577,70,56,183,73.92,41.752,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,468852,76.44,49.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,2809641165,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.2","72.8","8.4","1.27","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.02385149,0.0241224,0.000270909999999999,"Bournemouth","Arsenal",2,"Dean Huijsen","DC",TRUE,-0.59536112191693,0,72.5646955857802,"D. Huijsen",1252,71,"Bournemouth",1252
1253,578,70,57,183,76.44,49.776,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,424273,73.185,57.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.0166666666667,2809641205,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83.9","69.7","8.0","1.99","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.0241224,0.02401521,-0.00010719,"Bournemouth","Arsenal",3,"Milos Kerkez","DL",TRUE,-6.66100336818761,0,114.101889161751,"M. Kerkez",1253,71,"Bournemouth",1253
1254,579,70,59,183,73.185,57.052,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,410998,89.775,63.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.05,2809641227,73,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.9","85.5","17.9","0.39","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.02401521,0.03485072,0.01083551,"Bournemouth","Arsenal",8,"Alex Scott","Sub",NA,5.77819966020011,0,22.2880113466728,"A. Scott",1254,71,"Bournemouth",1254
1255,580,71,2,183,90.93,62.424,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,422183,98.385,52.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1,2809641249,74,178,141,140,212,213,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76.7","93.7","12.7","5.34","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,0.03485072,0.04647721,0.01162649,"Bournemouth","Arsenal",11,"Dango Ouattara","AML",TRUE,12.3922245615794,0,-54.0187718372197,"D. Ouattara",1255,71,"Bournemouth",1255
1256,581,71,3,183,100.485,52.36,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 138, 124, 126, 35, 38, 217, 218)",TRUE,424273,97.545,37.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1166666666667,2809641259,74,178,141,140,212,213,56,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55.1","92.9","15.2","4.52","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 06:25:59",60110,"Emirates Stadium","Jarred Gillett","1 : 2",13,183,NA,NA,NA,"Bournemouth","Arsenal",3,"Milos Kerkez","DL",TRUE,10.6848365096432,0,-101.16780370009,"M. Kerkez",1256,71,"Bournemouth",1256
