"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_Zone","type_value_PassEndY","type_value_PassEndX","type_value_Angle","type_value_Length","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_HeadPass","type_value_Chipped","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_FreekickTaken","type_value_ThrowIn","type_value_KeeperThrow","type_value_GoalKick","type_value_MissHigh","type_value_LayOff","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_BlockedY","type_value_RightFoot","type_value_LowCentre","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_BlockedX","type_value_Assisted","type_value_BoxLeft","type_value_RegularPlay","type_value_Blocked","type_value_RelatedEventId","type_value_OutfielderBlock","type_value_MissLeft","type_value_LeftFoot","type_value_FirstTouch","type_value_Foul","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_Head","type_value_Cross","type_value_ThrowinSetPiece","type_value_BoxCentre","type_value_BlockedCross","type_value_DeepBoxRight","type_value_MissRight","type_value_FastBreak","type_value_SetPiece","type_value_SmallBoxLeft","type_value_OtherBodyPart","type_value_HighLeft","type_value_Volley","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_CornerTaken","type_value_Yellow","type_value_OverRun","type_value_BoxRight","type_value_Collected","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_LeadingToAttempt","type_value_HighClaim","type_value_LowRight","type_value_DivingSave","type_value_KeeperSaveObox","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_BigChanceCreated","type_value_OneOnOne","type_value_BigChance","type_value_LowLeft","type_value_ParriedSafe","type_value_GoalDisallowed","value_StandingSave","value_Zone","value_PassEndY","value_PassEndX","value_Angle","value_Length","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_HeadPass","value_Chipped","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_FreekickTaken","value_ThrowIn","value_KeeperThrow","value_GoalKick","value_MissHigh","value_LayOff","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_BlockedY","value_RightFoot","value_LowCentre","value_GoalMouthZ","value_GoalMouthY","value_BlockedX","value_Assisted","value_BoxLeft","value_RegularPlay","value_Blocked","value_RelatedEventId","value_OutfielderBlock","value_MissLeft","value_LeftFoot","value_FirstTouch","value_Foul","value_OutOfBoxCentre","value_IndividualPlay","value_Head","value_Cross","value_ThrowinSetPiece","value_BoxCentre","value_BlockedCross","value_DeepBoxRight","value_MissRight","value_FastBreak","value_SetPiece","value_SmallBoxLeft","value_OtherBodyPart","value_HighLeft","value_Volley","value_LeadingToGoal","value_IntentionalGoalAssist","value_CornerTaken","value_Yellow","value_OverRun","value_BoxRight","value_Collected","value_Hands","value_KeeperSaveInTheBox","value_LeadingToAttempt","value_HighClaim","value_LowRight","value_DivingSave","value_KeeperSaveObox","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_BigChanceCreated","value_OneOnOne","value_BigChance","value_LowLeft","value_ParriedSafe","value_GoalDisallowed","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1602,736.5,87,8,165,72.03,58.48,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,323713,70.56,52.36,NA,NA,NA,NA,NA,737,NA,NA,NA,NA,88.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.02401521,0.02401521,0,"Ipswich","Leicester",14,"Jack Taylor","Sub",NA,0,2.03624141718795,-103.506355412582,"J. Taylor",1602,89,"Ipswich",1602
1603,737,87,9,165,70.56,52.36,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,323713,72.975,42.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1833333333333,2816610247,89,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","62.1","69.5","4.95","10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.02401521,0.0241224,0.00010719,"Ipswich","Leicester",14,"Jack Taylor","Sub",NA,5.96313939548014,0,-76.5934870812239,"J. Taylor",1603,89,"Ipswich",1603
1604,737.5,87,10.5,165,72.975,42.228,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,134666,80.955,41.208,NA,NA,NA,NA,NA,740,NA,NA,NA,NA,88.2083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.02385149,0.03511326,0.01126177,"Ipswich","Leicester",5,"Sam Morsy","DMC",TRUE,0,7.96295939689064,-7.28402365441684,"S. Morsy",1604,89,"Ipswich",1604
1605,740,87,12,165,80.955,41.208,"SecondHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,134666,80.955,41.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2333333333333,2816610565,89,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",5,"Sam Morsy","DMC",TRUE,0,0,0,"S. Morsy",1605,89,"Ipswich",1605
1606,755,87,12,14,24.045,26.792,"SecondHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,345560,24.045,26.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2333333333333,2816610235,89,178,56,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Leicester","Ipswich",20,"Patson Daka","Sub",NA,0,0,0,"P. Daka",1606,89,"Ipswich",1606
1607,738,87,13,165,92.295,41.82,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,134666,105,41.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.25,2816610251,89,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","60.9","100.0","6.25","13.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",5,"Sam Morsy","DMC",TRUE,7.50676083996253,0,-1.83932681203242,"S. Morsy",1607,89,"Ipswich",1607
1608,757,87,53,14,0,0,"SecondHalf","SubstitutionOff","Successful",NA,NA,NA,"214",FALSE,327683,0,0,NA,NA,NA,NA,NA,758,364215,NA,NA,NA,88.9166666666667,2816610957,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Midfielder","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Leicester","Ipswich",6,"Wilfred Ndidi","DMC",TRUE,0,0,0,"W. Ndidi",1608,89,"Ipswich",1608
1609,758,87,53,14,0,0,"SecondHalf","SubstitutionOn","Successful",NA,NA,NA,"213",FALSE,364215,0,0,NA,NA,NA,NA,NA,757,327683,NA,NA,NA,88.9166666666667,2816610963,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,59,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Midfielder","22","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Leicester","Ipswich",22,"Oliver Skipp","Sub",NA,0,0,0,"O. Skipp",1609,89,"Ipswich",1609
1610,741,87,58,165,0,0,"SecondHalf","SubstitutionOff","Successful",NA,NA,NA,"214",FALSE,134666,0,0,NA,NA,NA,NA,NA,742,110555,NA,NA,NA,89,2816611053,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Midfielder","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",5,"Sam Morsy","DMC",TRUE,0,0,0,"S. Morsy",1610,89,"Ipswich",1610
1611,742,87,58,165,0,0,"SecondHalf","SubstitutionOn","Successful",NA,NA,NA,"213",FALSE,110555,0,0,NA,NA,NA,NA,NA,741,134666,NA,NA,NA,89,2816611059,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,59,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Midfielder","25","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",25,"Massimo Luongo","Sub",NA,0,0,0,"M. Luongo",1611,89,"Ipswich",1611
1612,759,88,12,14,4.305,29.104,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 216, 218)",TRUE,407587,59.01,14.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.2333333333333,2816611305,90,NA,56,141,140,213,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","20.6","56.2","6.01","56.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Leicester","Ipswich",41,"Jakub Stolarczyk","GK",TRUE,50.6665721601097,0,-15.4269941030663,"J. Stolarczyk",1612,89,"Ipswich",1612
1613,743,88,16,165,44.1,53.856,"SecondHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,381161,44.1,53.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,2816611271,90,NA,56,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",24,"Jacob Greaves","DC",TRUE,0,0,0,"J. Greaves",1613,89,"Ipswich",1613
1614,760,88,16,14,60.9,14.144,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,433572,60.9,14.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,2816611315,90,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Leicester","Ipswich",11,"Bilal El Khannouss","AML",TRUE,0,0,0,"B. E. Khannouss",1614,89,"Ipswich",1614
1615,744,88,16,165,40.845,53.584,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 216, 218)",TRUE,381161,63.63,48.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,2816611287,90,NA,56,141,140,213,212,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","70.8","60.6","6.05","23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",24,"Jacob Greaves","DC",TRUE,23.3565018813868,0,-13.4281882887922,"J. Greaves",1615,89,"Ipswich",1615
1616,761,88,19,14,38.64,20.876,"SecondHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,345664,38.64,20.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.35,2816611339,90,NA,56,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Leicester","Ipswich",24,"Boubakary Soumare","DMC",TRUE,0,0,0,"B. Soumare",1616,90,"Leicester",1616
1617,745,88,19,165,66.36,47.124,"SecondHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,401254,66.36,47.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.35,2816611345,90,178,56,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,"761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",19,"Liam Delap","Sub",NA,0,0,0,"L. Delap",1617,90,"Leicester",1617
