"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_StandingSave","type_value_Zone","type_value_Angle","type_value_Length","type_value_Longball","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_ThrowIn","type_value_Foul","type_value_FreekickTaken","type_value_Chipped","type_value_Cross","type_value_RightFoot","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_Assisted","type_value_GoalMouthY","type_value_BoxCentre","type_value_RelatedEventId","type_value_LowLeft","type_value_LeftFoot","type_value_GoalMouthZ","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_Collected","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_LayOff","type_value_OutOfBoxCentre","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_MissLeft","type_value_CornerTaken","type_value_FromCorner","type_value_BigChance","type_value_LowCentre","type_value_Volley","type_value_SmallBoxCentre","type_value_HeadPass","type_value_IndividualPlay","type_value_GoalKick","type_value_MissHigh","type_value_Head","type_value_Blocked","type_value_BoxRight","type_value_OutfielderBlock","type_value_MissRight","type_value_Throughball","type_value_BigChanceCreated","type_value_OneOnOne","type_value_ParriedDanger","type_value_FirstTouch","type_value_HighRight","type_value_LastMan","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_LeadingToAttempt","type_value_BlockedCross","type_value_PlayerCaughtOffside","type_value_Yellow","type_value_HighLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_IndirectFreekickTaken","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_BoxLeft","value_PassEndY","value_PassEndX","value_StandingSave","value_Zone","value_Angle","value_Length","value_Longball","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_ThrowIn","value_Foul","value_FreekickTaken","value_Chipped","value_Cross","value_RightFoot","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_Assisted","value_GoalMouthY","value_BoxCentre","value_RelatedEventId","value_LowLeft","value_LeftFoot","value_GoalMouthZ","value_BlockedX","value_BlockedY","value_RegularPlay","value_Collected","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_KeeperThrow","value_OtherBodyPart","value_LayOff","value_OutOfBoxCentre","value_ParriedSafe","value_KeeperSaveObox","value_MissLeft","value_CornerTaken","value_FromCorner","value_BigChance","value_LowCentre","value_Volley","value_SmallBoxCentre","value_HeadPass","value_IndividualPlay","value_GoalKick","value_MissHigh","value_Head","value_Blocked","value_BoxRight","value_OutfielderBlock","value_MissRight","value_Throughball","value_BigChanceCreated","value_OneOnOne","value_ParriedDanger","value_FirstTouch","value_HighRight","value_LastMan","value_IntentionalGoalAssist","value_LowRight","value_LeadingToAttempt","value_BlockedCross","value_PlayerCaughtOffside","value_Yellow","value_HighLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_IndirectFreekickTaken","value_InvolvedPlayers","value_TeamFormation","value_TeamPlayerFormation","value_CaptainPlayerId","value_BoxLeft","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
2028,987,90,35,52,34.545,52.564,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 133, 36, 37, 217, 218)",TRUE,104010,76.755,57.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,2788669083,94,141,140,178,56,213,212,1,NA,NA,NA,NA,NA,5,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.2","73.1",NA,"Left","0.13","42.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Real Madrid","Villarreal",22,"Antonio Rudiger","Sub",NA,35.836524047382,0,7.25295174693739,"A. Rudiger",2028,102,"Villarreal",2028
2029,854,90,38,839,25.515,11.288,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 36, 38, 215, 218)",TRUE,494120,32.025,6.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.95,2788669103,94,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.4","30.5",NA,"Back","5.64","8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.00942382,0.00977659,0.000352770000000001,"Villarreal","Real Madrid",5,"Willy Kambwala","DC",TRUE,4.64342949696098,0,-36.9458643095819,"W. Kambwala",2029,102,"Villarreal",2029
2030,855,90,40,839,32.13,5.848,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 36, 37, 215, 218)",TRUE,335107,33.81,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9833333333333,2788669147,94,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.0","32.2",NA,"Back","1.25","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.00977659,0.0105949,0.000818310000000001,"Villarreal","Real Madrid",8,"Juan Foyth","DR",TRUE,3.26877355164908,0,71.5377284421376,"J. Foyth",2030,102,"Villarreal",2030
2031,856,90,40,839,33.6,10.88,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,106525,31.29,5.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9833333333333,2788669159,94,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.4","29.8",NA,"Back","4.34","6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.0105949,0.00977659,-0.000818310000000001,"Villarreal","Real Madrid",6,"Denis Suarez","Sub",NA,-4.14796507285988,0,-111.554358926193,"D. Suarez",2031,102,"Villarreal",2031
2032,858,90,43,839,29.19,3.196,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 35, 37, 215, 218)",TRUE,335107,27.405,4.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0333333333333,2788669201,94,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.3","26.1",NA,"Back","2.36","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Villarreal","Real Madrid",8,"Juan Foyth","DR",TRUE,-1.02035323718796,0,135.274140393733,"J. Foyth",2032,102,"Villarreal",2032
2033,988,90,43,52,74.55,61.744,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,379868,74.55,61.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0333333333333,2788669195,94,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Real Madrid","Villarreal",5,"Jude Bellingham","AMC",TRUE,0,0,0,"J. Bellingham",2033,102,"Villarreal",2033
2034,859,90,51,839,44.1,26.044,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 36, 37, 216, 218)",TRUE,106525,67.515,67.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1666666666667,2788669467,94,141,140,178,56,213,212,1,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.7","64.3",NA,"Left","1.05","47.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01484598,0.0174506,0.00260462,"Villarreal","Real Madrid",6,"Denis Suarez","Sub",NA,11.3995452545151,0,60.3126904468954,"D. Suarez",2034,102,"Villarreal",2034
2035,859.5,90,56,839,67.515,67.116,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,395242,79.695,55.624,NA,NA,NA,NA,NA,860,NA,NA,NA,NA,94.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.0174506,0.02953272,0.01208212,"Villarreal","Real Madrid",16,"Alex Baena","ML",TRUE,0,16.7322048873417,-43.3352313874447,"A. Baena",2035,102,"Villarreal",2035
2036,860,91,1,839,79.695,55.624,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,395242,76.44,38.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3333333333333,2788669537,95,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.0","72.8",NA,"Center","4.53","17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.02953272,0.02385149,-0.00568123,"Villarreal","Real Madrid",16,"Alex Baena","ML",TRUE,4.43578203052288,0,-100.510771945341,"A. Baena",2036,102,"Villarreal",2036
2037,860.5,91,2,839,76.44,38.08,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,106525,78.12,32.3,NA,NA,NA,NA,NA,861,NA,NA,NA,NA,94.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.02385149,0.03511326,0.01126177,"Villarreal","Real Madrid",6,"Denis Suarez","Sub",NA,0,1.91625287957939,-73.7931007596405,"D. Suarez",2037,102,"Villarreal",2037
2038,861,91,3,839,78.12,32.3,"SecondHalf","Dispossessed","Successful",NA,NA,NA,"c(91, 70)",TRUE,106525,78.12,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3666666666667,2788669539,95,NA,NA,NA,56,NA,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,"989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Villarreal","Real Madrid",6,"Denis Suarez","Sub",NA,0,0,0,"D. Suarez",2038,102,"Villarreal",2038
2039,989,91,4,52,26.88,35.7,"SecondHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,20874,26.88,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3833333333333,2788669519,95,NA,NA,178,56,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,"861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Real Madrid","Villarreal",10,"Luka Modric","Sub",NA,0,0,0,"L. Modric",2039,102,"Villarreal",2039
2040,989.5,91,4.5,52,26.88,35.7,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,369109,20.16,35.904,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,94.3916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.01132376,0.01016549,-0.00115827,"Real Madrid","Villarreal",6,"Eduardo Camavinga","DMC",TRUE,0,-6.72286733256834,178.261197839603,"E. Camavinga",2040,102,"Villarreal",2040
2041,990,91,5,52,20.16,35.904,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,369109,21.42,36.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,2788669593,95,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.4","20.4",NA,"Back","0.31","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Real Madrid","Villarreal",6,"Eduardo Camavinga","DMC",TRUE,0,0,17.9424470891588,"E. Camavinga",2041,102,"Villarreal",2041
2042,867,91,5,839,83.475,35.156,"SecondHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,106525,83.475,35.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,2788670169,95,NA,NA,178,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,NA,NA,NA,"Villarreal","Real Madrid",6,"Denis Suarez","Sub",NA,0,0,0,"D. Suarez",2042,102,"Villarreal",2042
2043,862,91,7,839,72.45,31.076,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,28186,63.525,20.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4333333333333,2788669629,95,141,140,178,56,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.5","60.5",NA,"Center","4.03","14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-16 16:53:25",20559,"Estadio de la Cerámica","Jesús Gil Manzano","1 : 2",839,52,0.02385149,0.01935132,-0.00450017,"Villarreal","Real Madrid",10,"Dani Parejo","Sub",NA,-11.073921781426,0,-129.013878788797,"D. Parejo",2043,102,"Villarreal",2043
