"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_StandingSave","type_value_Chipped","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_Head","type_value_MissHigh","type_value_GoalKick","type_value_Foul","type_value_FreekickTaken","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_RightFoot","type_value_Blocked","type_value_RelatedEventId","type_value_Assisted","type_value_LowLeft","type_value_BlockedX","type_value_IndividualPlay","type_value_BlockedY","type_value_OutfielderBlock","type_value_Cross","type_value_OtherBodyPart","type_value_LeftFoot","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_KeeperThrow","type_value_MissRight","type_value_IntentionalAssist","type_value_BoxCentre","type_value_LowCentre","type_value_FirstTouch","type_value_Hands","type_value_Collected","type_value_KeeperSaveObox","type_value_DeepBoxLeft","type_value_Feet","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_Penalty","type_value_KeeperMissed","type_value_DivingSave","type_value_BigChance","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_Throughball","type_value_LeadingToGoal","type_value_FastBreak","type_value_IntentionalGoalAssist","type_value_DirectFreekick","type_value_LowRight","type_value_ParriedDanger","type_value_BoxLeft","type_value_SmallBoxLeft","type_value_SixYardBlock","type_value_SavedOffline","type_value_LastMan","type_value_HighRight","type_value_Volley","type_value_OneOnOne","type_value_Yellow","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_FromCorner","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_HighLeft","type_value_OverRun","type_value_ThrowinSetPiece","value_Length","value_PassEndY","value_Angle","value_Zone","value_PassEndX","value_StandingSave","value_Chipped","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_Head","value_MissHigh","value_GoalKick","value_Foul","value_FreekickTaken","value_ShotAssist","value_KeyPass","value_GoalMouthZ","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_RightFoot","value_Blocked","value_RelatedEventId","value_Assisted","value_LowLeft","value_BlockedX","value_IndividualPlay","value_BlockedY","value_OutfielderBlock","value_Cross","value_OtherBodyPart","value_LeftFoot","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_MissLeft","value_CornerTaken","value_HighClaim","value_KeeperThrow","value_MissRight","value_IntentionalAssist","value_BoxCentre","value_LowCentre","value_FirstTouch","value_Hands","value_Collected","value_KeeperSaveObox","value_DeepBoxLeft","value_Feet","value_ParriedSafe","value_KeeperSaveInTheBox","value_Penalty","value_KeeperMissed","value_DivingSave","value_BigChance","value_BigChanceCreated","value_SmallBoxCentre","value_Throughball","value_LeadingToGoal","value_FastBreak","value_IntentionalGoalAssist","value_DirectFreekick","value_LowRight","value_ParriedDanger","value_BoxLeft","value_SmallBoxLeft","value_SixYardBlock","value_SavedOffline","value_LastMan","value_HighRight","value_Volley","value_OneOnOne","value_Yellow","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_FromCorner","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamPlayerFormation","value_TeamFormation","value_HighLeft","value_OverRun","value_ThrowinSetPiece","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1498,481,82,46,825,65.1,53.72,"SecondHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,143158,65.1,53.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7333333333333,2793167987,87,NA,NA,NA,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,"871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Leganes","Real Madrid",23,"Munir El Haddadi","Sub",NA,0,0,0,"M. E. Haddadi",1498,74,"Leganes",1498
1499,872,82,46,52,35.7,19.448,"SecondHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,353423,41.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7333333333333,2793167979,87,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.1","0.0","4.98","Back","39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Real Madrid","Leganes",14,"Aurelien Tchouameni","Sub",NA,0,0,-73.7461307923765,"A. Tchouameni",1499,74,"Leganes",1499
1500,483,82,58,825,67.62,68,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 38, 216)",TRUE,395304,47.88,65.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.9333333333333,2793168205,87,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.9","96.6","3.28","Back","45.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.0174506,0.01248344,-0.00496716,"Leganes","Real Madrid",20,"Javi Hernandez","DL",TRUE,-14.7910921056257,0,-173.319804396622,"J. Hernandez",1500,74,"Leganes",1500
1501,483.5,83,0,825,47.88,65.688,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,91200,47.145,61.54,NA,NA,NA,NA,NA,484,NA,NA,NA,NA,86.9666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01248344,0.01248344,0,"Leganes","Real Madrid",22,"Matija Nastasic","DC",TRUE,0,1.24556207936084,-100.048161925946,"M. Nastasic",1501,74,"Leganes",1501
1502,484,83,2,825,47.145,61.54,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,91200,33.915,41.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2793168237,88,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.1","60.9","4.13","Back","32.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01248344,0.01132376,-0.00115968,"Leganes","Real Madrid",22,"Matija Nastasic","DC",TRUE,-7.39501150594994,0,-123.316651376923,"M. Nastasic",1502,74,"Leganes",1502
1503,485,83,5,825,32.445,41.004,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,448220,39.795,24.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.05,2793168349,88,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.3","35.6","5.12","Back","37.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01132376,0.01269174,0.00136798,"Leganes","Real Madrid",6,"Sergio Gonzalez","DC",TRUE,6.95613142153734,0,-66.3656118009833,"S. Gonzalez",1503,74,"Leganes",1503
1504,485.5,83,7,825,39.795,24.208,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,319388,42.525,20.944,NA,NA,NA,NA,NA,486,NA,NA,NA,NA,87.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01269174,0.01269174,0,"Leganes","Real Madrid",12,"Valentin Rosier","DR",TRUE,0,2.11150483844521,-50.0909883638401,"V. Rosier",1504,74,"Leganes",1504
1505,486,83,9,825,42.525,20.944,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,319388,46.095,29.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1166666666667,2793168373,88,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","43.4","1.18","Back","43.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01269174,0.01484598,0.00215424,"Leganes","Real Madrid",12,"Valentin Rosier","DR",TRUE,4.74891667970142,0,67.3801350519596,"V. Rosier",1505,74,"Leganes",1505
1506,487,83,10,825,46.62,30.328,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,448222,42.945,45.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1333333333333,2793168487,88,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.7","67.1","1.81","Back","40.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01484598,0.01269174,-0.00215424,"Leganes","Real Madrid",8,"Seydouba Cisse","Sub",NA,-4.63967385369661,0,103.506355412582,"S. Cisse",1506,74,"Leganes",1506
1507,487.5,83,12.5,825,42.945,45.628,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,91200,56.91,49.096,NA,NA,NA,NA,NA,488,NA,NA,NA,NA,87.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01269174,0.01685596,0.00416422,"Leganes","Real Madrid",22,"Matija Nastasic","DC",TRUE,0,12.7312979795775,13.946429162198,"M. Nastasic",1507,74,"Leganes",1507
1508,488,83,15,825,56.91,49.096,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,91200,74.445,50.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.2166666666667,2793168507,88,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.6","74.1","0.07","Center","70.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.01685596,0.0241224,0.00726644,"Leganes","Real Madrid",22,"Matija Nastasic","DC",TRUE,15.7313539306133,0,4.21400747717908,"M. Nastasic",1508,74,"Leganes",1508
1509,489,83,17,825,76.23,52.02,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,353783,92.295,64.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.25,2793168555,88,212,141,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.2","94.4","0.65","Left","87.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.02401521,0.03485072,0.01083551,"Leganes","Real Madrid",7,"Oscar Rodriguez","AML",TRUE,1.1912278627383,0,37.150188528282,"O. Rodriguez",1509,74,"Leganes",1509
1510,490,83,19,825,94.08,64.872,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 123, 138, 124, 125, 39, 41, 35, 38, 217, 218)",TRUE,395304,88.515,19.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.2833333333333,2793168623,88,212,141,213,56,140,178,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.1","28.1","4.59","Center","84.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.03485072,0.05491138,0.02006066,"Leganes","Real Madrid",20,"Javi Hernandez","DL",TRUE,10.5309359984132,0,-96.9332485409309,"J. Hernandez",1510,74,"Leganes",1510
1511,490.5,83,21.5,825,88.515,19.108,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,357786,85.575,20.944,NA,NA,NA,NA,NA,491,NA,NA,NA,NA,87.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,0.05491138,0.02855202,-0.02635936,"Leganes","Real Madrid",11,"Juan Cruz","AMR",TRUE,0,-1.18944382188947,148.015642765106,"J. Cruz",1511,74,"Leganes",1511
1512,491,83,24,825,85.575,20.944,"SecondHalf","SavedShot","Successful",NA,NA,NA,"c(91, 9, 10, 2, 3, 13)",TRUE,357786,85.575,20.944,98.2,47.8,26.6,35.564,TRUE,490,395304,NA,NA,NA,87.3666666666667,2793168661,88,NA,NA,NA,56,NA,178,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,102,18,22,NA,NA,55,29,NA,146,215,147,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.6","52.3",NA,NA,NA,NA,"490",NA,NA,"98.2",NA,"47.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-30 13:32:40",73641,"Santiago Bernabéu","Pablo González Fuertes","3 : 2",52,825,NA,NA,NA,"Leganes","Real Madrid",11,"Juan Cruz","AMR",TRUE,0,0,0,"J. Cruz",1512,74,"Leganes",1512
